"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L9527","RuleContextListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/RuleContextListDecl.java","L9513","1","0","8","0","6","1","1843","0"
"L9528","StructDecl.java","tool/src/org/antlr/v4/codegen/model/decl/StructDecl.java","L9513","8","0","65","0","38","2","1843","0"
"L9529","TokenDecl.java","tool/src/org/antlr/v4/codegen/model/decl/TokenDecl.java","L9513","1","0","8","0","7","1","1843","0"
"L9530","TokenListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/TokenListDecl.java","L9513","1","0","7","0","6","1","1843","0"
"L9531","TokenTypeDecl.java","tool/src/org/antlr/v4/codegen/model/decl/TokenTypeDecl.java","L9513","1","0","7","0","5","1","1843","0"
"L14233","BaseTest.java","tool/test/org/antlr/v4/test/BaseTest.java","L14232","86","0","920","0","136","2","1843","0"
"L14234","ErrorQueue.java","tool/test/org/antlr/v4/test/ErrorQueue.java","L14232","4","0","62","0","10","2","1843","0"
"L14235","JavaUnicodeInputStream.java","tool/test/org/antlr/v4/test/JavaUnicodeInputStream.java","L14232","44","0","191","1","5","2","1300","0"
"L14236","TestActionSplitter.java","tool/test/org/antlr/v4/test/TestActionSplitter.java","L14232","3","0","46","0","12","2","1300","0"
"L14237","TestActionTranslation.java","tool/test/org/antlr/v4/test/TestActionTranslation.java","L14232","1","0","334","1","34","2","1300","0"
"L14238","TestASTStructure.java","tool/test/org/antlr/v4/test/TestASTStructure.java","L14232","2","0","284","0","21","2","1300","0"
"L14239","TestATNConstruction.java","tool/test/org/antlr/v4/test/TestATNConstruction.java","L14232","3","0","413","0","23","2","1300","0"
"L14240","TestATNDeserialization.java","tool/test/org/antlr/v4/test/TestATNDeserialization.java","L14232","1","0","135","0","13","2","1300","0"
"L14241","TestATNInterpreter.java","tool/test/org/antlr/v4/test/TestATNInterpreter.java","L14232","7","0","334","0","29","2","1300","0"
"L14242","TestATNLexerInterpreter.java","tool/test/org/antlr/v4/test/TestATNLexerInterpreter.java","L14232","1","0","243","0","23","2","1300","0"
"L14243","TestATNParserPrediction.java","tool/test/org/antlr/v4/test/TestATNParserPrediction.java","L14232","8","0","425","0","43","2","1843","0"
"L14244","TestATNSerialization.java","tool/test/org/antlr/v4/test/TestATNSerialization.java","L14232","1","0","680","0","34","2","1300","0"
"L14245","TestAttributeChecks.java","tool/test/org/antlr/v4/test/TestAttributeChecks.java","L14232","2","0","214","0","33","2","1300","0"
"L14246","TestBasicSemanticErrors.java","tool/test/org/antlr/v4/test/TestBasicSemanticErrors.java","L14232","1","0","73","0","33","2","1300","0"
"L14247","TestBufferedTokenStream.java","tool/test/org/antlr/v4/test/TestBufferedTokenStream.java","L14232","3","0","127","0","5","2","1300","0"
"L14248","TestCommonTokenStream.java","tool/test/org/antlr/v4/test/TestCommonTokenStream.java","L14232","1","0","231","0","22","2","1300","0"
"L14249","TestCompositeGrammars.java","tool/test/org/antlr/v4/test/TestCompositeGrammars.java","L14232","1","0","587","1","42","2","1300","1"
"L14250","TestFastQueue.java","tool/test/org/antlr/v4/test/TestFastQueue.java","L14232","6","0","94","0","3","2","1843","0"
"L14251","TestFullContextParsing.java","tool/test/org/antlr/v4/test/TestFullContextParsing.java","L14232","1","0","270","0","40","2","1300","1"
"L14252","TestGraphNodes.java","tool/test/org/antlr/v4/test/TestGraphNodes.java","L14232","16","0","803","0","26","2","1300","0"
"L14253","TestIntervalSet.java","tool/test/org/antlr/v4/test/TestIntervalSet.java","L14232","1","0","341","0","9","2","1300","0"
"L14254","TestLeftRecursion.java","tool/test/org/antlr/v4/test/TestLeftRecursion.java","L14232","2","0","444","2","43","2","1300","1"
"L14255","TestLexerErrors.java","tool/test/org/antlr/v4/test/TestLexerErrors.java","L14232","1","0","154","0","18","2","1300","1"
"L14256","TestLexerExec.java","tool/test/org/antlr/v4/test/TestLexerExec.java","L14232","4","0","662","1","45","2","1300","1"
"L14257","TestListeners.java","tool/test/org/antlr/v4/test/TestListeners.java","L14232","1","0","187","0","24","2","1300","1"
"L14258","TestParseErrors.java","tool/test/org/antlr/v4/test/TestParseErrors.java","L14232","1","0","299","0","37","2","1300","1"
"L14259","TestParserExec.java","tool/test/org/antlr/v4/test/TestParserExec.java","L14232","1","0","226","1","50","2","1300","1"
"L14260","TestParseTrees.java","tool/test/org/antlr/v4/test/TestParseTrees.java","L14232","1","0","112","0","12","2","1300","1"
"L14261","TestPerformance.java","tool/test/org/antlr/v4/test/TestPerformance.java","L14232","228","0","1430","0","99","2","1300","0"
"L14262","TestScopeParsing.java","tool/test/org/antlr/v4/test/TestScopeParsing.java","L14232","2","0","30","0","11","2","1300","0"
"L14263","TestSemPredEvalLexer.java","tool/test/org/antlr/v4/test/TestSemPredEvalLexer.java","L14232","1","0","143","0","25","2","1843","1"
"L14264","TestSemPredEvalParser.java","tool/test/org/antlr/v4/test/TestSemPredEvalParser.java","L14232","1","0","453","1","48","2","1300","1"
"L14265","TestSets.java","tool/test/org/antlr/v4/test/TestSets.java","L14232","1","0","221","1","20","2","1300","1"
"L14266","TestSymbolIssues.java","tool/test/org/antlr/v4/test/TestSymbolIssues.java","L14232","1","0","113","0","39","2","1300","0"
"L14267","TestTokenStreamRewriter.java","tool/test/org/antlr/v4/test/TestTokenStreamRewriter.java","L14232","6","0","775","0","12","2","1300","0"
"L14268","TestTokenTypeAssignment.java","tool/test/org/antlr/v4/test/TestTokenTypeAssignment.java","L14232","8","0","140","0","19","2","1300","0"
"L14269","TestToolSyntaxErrors.java","tool/test/org/antlr/v4/test/TestToolSyntaxErrors.java","L14232","1","0","240","1","28","2","1300","1"
"L14270","TestTopologicalSort.java","tool/test/org/antlr/v4/test/TestTopologicalSort.java","L14232","1","0","74","0","7","2","1300","0"
"L14271","TestUnbufferedCharStream.java","tool/test/org/antlr/v4/test/TestUnbufferedCharStream.java","L14232","3","0","263","0","11","2","1300","0"
"L14272","TestUnbufferedTokenStream.java","tool/test/org/antlr/v4/test/TestUnbufferedTokenStream.java","L14232","3","0","164","0","7","2","1300","0"
"L481","ANTLRErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRErrorListener.java","L480","1","0","35","0","27","2","1300","0"
"L482","ANTLRErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRErrorStrategy.java","L480","1","0","17","1","36","2","1300","0"
"L483","ANTLRFileStream.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRFileStream.java","L480","4","0","47","0","10","2","1300","0"
"L484","ANTLRInputStream.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRInputStream.java","L480","17","0","143","0","25","2","1300","0"
"L485","BailErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/BailErrorStrategy.java","L480","3","0","23","0","16","2","1843","0"
"L486","BaseErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/BaseErrorListener.java","L480","1","0","43","0","16","2","1843","0"
"L487","BufferedTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/BufferedTokenStream.java","L480","55","0","271","0","48","2","1300","0"
"L488","CharStream.java","runtime/Java/src/org/antlr/v4/runtime/CharStream.java","L480","1","0","7","0","19","2","1300","0"
"L489","CommonToken.java","runtime/Java/src/org/antlr/v4/runtime/CommonToken.java","L480","9","0","152","0","27","2","1300","0"
"L490","CommonTokenFactory.java","runtime/Java/src/org/antlr/v4/runtime/CommonTokenFactory.java","L480","4","0","29","0","9","2","1843","0"
"L491","CommonTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/CommonTokenStream.java","L480","12","0","52","0","31","2","1300","0"
"L492","ConsoleErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ConsoleErrorListener.java","L480","1","0","14","0","13","2","1843","0"
"L493","DefaultErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/DefaultErrorStrategy.java","L480","38","0","263","1","61","2","1300","0"
"L494","DiagnosticErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/DiagnosticErrorListener.java","L480","9","0","88","0","22","2","1300","0"
"L495","FailedPredicateException.java","runtime/Java/src/org/antlr/v4/runtime/FailedPredicateException.java","L480","2","0","46","1","31","2","1300","0"
"L496","InputMismatchException.java","runtime/Java/src/org/antlr/v4/runtime/InputMismatchException.java","L480","1","0","8","0","15","2","1300","0"
"L497","IntStream.java","runtime/Java/src/org/antlr/v4/runtime/IntStream.java","L480","1","0","15","0","20","2","1843","0"
"L498","Lexer.java","runtime/Java/src/org/antlr/v4/runtime/Lexer.java","L480","23","0","264","0","92","2","1300","0"
"L499","LexerNoViableAltException.java","runtime/Java/src/org/antlr/v4/runtime/LexerNoViableAltException.java","L480","3","0","40","1","26","2","1300","0"
"L500","NoViableAltException.java","runtime/Java/src/org/antlr/v4/runtime/NoViableAltException.java","L480","1","0","38","0","45","2","1843","0"
"L501","Parser.java","runtime/Java/src/org/antlr/v4/runtime/Parser.java","L480","61","0","409","0","125","2","1300","0"
"L502","ParserRuleContext.java","runtime/Java/src/org/antlr/v4/runtime/ParserRuleContext.java","L480","34","0","158","0","85","2","1300","0"
"L503","ProxyErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ProxyErrorListener.java","L480","6","0","63","0","18","2","1300","0"
"L504","RecognitionException.java","runtime/Java/src/org/antlr/v4/runtime/RecognitionException.java","L480","4","0","66","0","42","2","1300","0"
"L505","Recognizer.java","runtime/Java/src/org/antlr/v4/runtime/Recognizer.java","L480","5","0","83","0","59","2","1300","0"
"L506","RuleContext.java","runtime/Java/src/org/antlr/v4/runtime/RuleContext.java","L480","18","0","149","0","73","2","1300","0"
"L507","Token.java","runtime/Java/src/org/antlr/v4/runtime/Token.java","L480","1","0","19","0","20","2","1843","0"
"L508","TokenFactory.java","runtime/Java/src/org/antlr/v4/runtime/TokenFactory.java","L480","1","0","11","0","4","2","1300","0"
"L509","TokenSource.java","runtime/Java/src/org/antlr/v4/runtime/TokenSource.java","L480","1","0","12","0","9","2","1300","0"
"L510","TokenStream.java","runtime/Java/src/org/antlr/v4/runtime/TokenStream.java","L480","1","0","19","0","23","2","1300","0"
"L511","TokenStreamRewriter.java","runtime/Java/src/org/antlr/v4/runtime/TokenStreamRewriter.java","L480","58","0","325","0","15","2","1843","0"
"L512","UnbufferedCharStream.java","runtime/Java/src/org/antlr/v4/runtime/UnbufferedCharStream.java","L480","30","0","179","0","33","2","1843","0"
"L513","UnbufferedTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/UnbufferedTokenStream.java","L480","28","0","198","0","21","2","1300","0"
"L514","WritableToken.java","runtime/Java/src/org/antlr/v4/runtime/WritableToken.java","L480","1","0","9","0","2","1","1843","0"
"L756","ActionTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/ActionTransition.java","L755","1","0","32","0","19","2","1843","0"
"L757","ArrayPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/ArrayPredictionContext.java","L755","12","0","70","0","34","2","1300","0"
"L758","ATN.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATN.java","L755","11","0","97","0","32","2","1300","0"
"L759","ATNConfig.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfig.java","L755","14","0","121","0","43","2","1843","0"
"L760","ATNConfigSet.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfigSet.java","L755","35","0","246","0","76","2","1300","0"
"L761","ATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNSimulator.java","L755","79","0","355","1","72","2","1300","0"
"L762","ATNState.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNState.java","L755","4","0","92","1","31","2","1300","0"
"L763","ATNType.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNType.java","L755","1","0","5","0","1","1","1300","0"
"L764","AtomTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/AtomTransition.java","L755","1","0","26","0","20","2","1843","0"
"L765","BasicBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BasicBlockStartState.java","L755","1","0","7","0","1","1","1300","0"
"L766","BasicState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BasicState.java","L755","1","0","7","0","1","1","1300","0"
"L767","BlockEndState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BlockEndState.java","L755","1","0","8","0","11","2","1300","0"
"L768","BlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BlockStartState.java","L755","1","0","4","0","5","2","1300","0"
"L769","DecisionState.java","runtime/Java/src/org/antlr/v4/runtime/atn/DecisionState.java","L755","1","0","5","0","15","2","1300","0"
"L770","EmptyPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/EmptyPredictionContext.java","L755","1","0","28","0","15","2","1300","0"
"L771","EpsilonTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/EpsilonTransition.java","L755","1","0","20","0","16","2","1843","0"
"L772","LexerATNConfig.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerATNConfig.java","L755","7","0","74","0","14","2","1843","0"
"L773","LexerATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerATNSimulator.java","L755","72","0","444","1","159","2","1300","0"
"L774","LL1Analyzer.java","runtime/Java/src/org/antlr/v4/runtime/atn/LL1Analyzer.java","L755","27","0","132","0","45","2","1300","0"
"L775","LoopEndState.java","runtime/Java/src/org/antlr/v4/runtime/atn/LoopEndState.java","L755","1","0","8","0","8","2","1300","0"
"L776","NotSetTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/NotSetTransition.java","L755","3","0","23","0","19","2","1843","0"
"L777","OrderedATNConfigSet.java","runtime/Java/src/org/antlr/v4/runtime/atn/OrderedATNConfigSet.java","L755","1","0","12","0","8","2","1300","0"
"L778","ParserATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/ParserATNSimulator.java","L755","178","0","811","1","269","2","1300","0"
"L779","PlusBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/PlusBlockStartState.java","L755","1","0","8","0","6","2","1300","0"
"L780","PlusLoopbackState.java","runtime/Java/src/org/antlr/v4/runtime/atn/PlusLoopbackState.java","L755","1","0","7","0","7","2","1300","0"
"L781","PredicateTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredicateTransition.java","L755","1","0","31","0","21","2","1300","0"
"L782","PredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContext.java","L755","108","0","474","0","68","2","1300","0"
"L783","PredictionContextCache.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContextCache.java","L755","3","0","22","0","13","2","1300","0"
"L784","PredictionMode.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionMode.java","L755","30","0","162","0","17","2","1843","0"
"L785","RangeTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/RangeTransition.java","L755","2","0","28","0","17","2","1843","0"
"L786","RuleStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleStartState.java","L755","1","0","8","0","5","2","1300","0"
"L787","RuleStopState.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleStopState.java","L755","1","0","7","0","5","2","1300","0"
"L788","RuleTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleTransition.java","L755","1","0","25","0","20","2","1300","0"
"L789","SemanticContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java","L755","29","0","141","0","28","2","1843","0"
"L790","SetTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/SetTransition.java","L755","2","0","30","0","19","2","1300","0"
"L791","SingletonPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/SingletonPredictionContext.java","L755","12","0","57","0","27","2","1300","0"
"L792","StarBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarBlockStartState.java","L755","1","0","7","0","5","2","1300","0"
"L793","StarLoopbackState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarLoopbackState.java","L755","1","0","10","0","7","2","1300","0"
"L794","StarLoopEntryState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarLoopEntryState.java","L755","1","0","8","0","5","2","1300","0"
"L795","TokensStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/TokensStartState.java","L755","1","0","7","0","8","2","1300","0"
"L796","Transition.java","runtime/Java/src/org/antlr/v4/runtime/atn/Transition.java","L755","2","0","58","0","30","2","1300","0"
"L797","WildcardTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/WildcardTransition.java","L755","2","0","18","0","15","2","1843","0"
"L3570","DFA.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFA.java","L3569","3","0","50","0","33","2","1300","0"
"L3571","DFASerializer.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFASerializer.java","L3569","13","0","58","0","22","2","1843","0"
"L3572","DFAState.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFAState.java","L3569","8","0","85","0","53","2","1300","0"
"L3573","LexerDFASerializer.java","runtime/Java/src/org/antlr/v4/runtime/dfa/LexerDFASerializer.java","L3569","1","0","12","0","5","2","1843","0"
"L3947","AbstractEqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/AbstractEqualityComparator.java","L3946","1","0","3","0","2","2","1843","0"
"L3948","Array2DHashSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/Array2DHashSet.java","L3946","71","0","379","0","33","2","1843","0"
"L3949","DoubleKeyMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/DoubleKeyMap.java","L3946","5","0","40","0","6","2","1843","0"
"L3950","EqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/EqualityComparator.java","L3946","1","0","5","0","2","2","1843","0"
"L3951","FlexibleHashMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/FlexibleHashMap.java","L3946","33","0","221","0","11","2","1843","0"
"L3952","GraphicsSupport.java","runtime/Java/src/org/antlr/v4/runtime/misc/GraphicsSupport.java","L3946","8","0","74","0","8","2","1843","0"
"L3953","IntegerList.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntegerList.java","L3946","35","0","183","0","11","2","1843","0"
"L3954","IntegerStack.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntegerStack.java","L3946","1","0","20","0","5","2","1843","0"
"L3955","Interval.java","runtime/Java/src/org/antlr/v4/runtime/misc/Interval.java","L3946","16","0","77","0","18","2","1843","0"
"L3956","IntervalSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntervalSet.java","L3946","96","0","463","0","32","2","1843","0"
"L3957","IntSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntSet.java","L3946","1","0","20","0","8","2","1843","0"
"L3958","JFileChooserConfirmOverwrite.java","runtime/Java/src/org/antlr/v4/runtime/misc/JFileChooserConfirmOverwrite.java","L3946","3","0","23","0","1","1","1300","0"
"L3959","LogManager.java","runtime/Java/src/org/antlr/v4/runtime/misc/LogManager.java","L3946","4","0","81","0","7","2","1843","0"
"L3960","MultiMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/MultiMap.java","L3946","4","0","23","0","5","1","1843","0"
"L3961","MurmurHash.java","runtime/Java/src/org/antlr/v4/runtime/misc/MurmurHash.java","L3946","3","0","48","0","3","2","1843","0"
"L3962","NotNull.java","runtime/Java/src/org/antlr/v4/runtime/misc/NotNull.java","L3946","1","0","6","0","2","2","1843","0"
"L3963","Nullable.java","runtime/Java/src/org/antlr/v4/runtime/misc/Nullable.java","L3946","1","0","6","0","2","2","1843","0"
"L3964","ObjectEqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/ObjectEqualityComparator.java","L3946","3","0","18","0","2","2","1843","0"
"L3965","OrderedHashSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/OrderedHashSet.java","L3946","4","0","73","0","16","2","1843","0"
"L3966","Pair.java","runtime/Java/src/org/antlr/v4/runtime/misc/Pair.java","L3946","1","0","9","0","4","2","1300","0"
"L3967","ParseCancellationException.java","runtime/Java/src/org/antlr/v4/runtime/misc/ParseCancellationException.java","L3946","1","0","18","0","5","2","1843","0"
"L3968","TestRig.java","runtime/Java/src/org/antlr/v4/runtime/misc/TestRig.java","L3946","39","0","205","0","50","2","1843","0"
"L3969","Triple.java","runtime/Java/src/org/antlr/v4/runtime/misc/Triple.java","L3946","1","0","11","0","4","2","1300","0"
"L3970","Utils.java","runtime/Java/src/org/antlr/v4/runtime/misc/Utils.java","L3946","18","0","88","1","14","2","1300","0"
"L6135","AbstractParseTreeVisitor.java","runtime/Java/src/org/antlr/v4/runtime/tree/AbstractParseTreeVisitor.java","L6134","3","0","39","0","3","1","1300","1"
"L6136","ErrorNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNode.java","L6134","1","0","3","0","6","2","1843","0"
"L6137","ErrorNodeImpl.java","runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNodeImpl.java","L6134","1","0","11","0","6","2","1843","0"
"L6138","ParseTree.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTree.java","L6134","1","0","13","0","35","2","1300","0"
"L6139","ParseTreeListener.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeListener.java","L6134","1","0","9","0","19","2","1300","0"
"L6140","ParseTreeProperty.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeProperty.java","L6134","1","0","9","0","6","2","1300","0"
"L6141","ParseTreeVisitor.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeVisitor.java","L6134","1","0","8","0","31","2","1300","0"
"L6142","ParseTreeWalker.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeWalker.java","L6134","4","0","33","0","21","2","1300","0"
"L6143","RuleNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/RuleNode.java","L6134","1","0","5","0","5","2","1843","0"
"L6144","SyntaxTree.java","runtime/Java/src/org/antlr/v4/runtime/tree/SyntaxTree.java","L6134","1","0","8","0","15","2","1300","0"
"L6145","TerminalNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/TerminalNode.java","L6134","1","0","5","0","6","2","1843","0"
"L6146","TerminalNodeImpl.java","runtime/Java/src/org/antlr/v4/runtime/tree/TerminalNodeImpl.java","L6134","3","0","44","0","9","2","1843","0"
"L6147","Tree.java","runtime/Java/src/org/antlr/v4/runtime/tree/Tree.java","L6134","1","0","10","0","7","2","1300","0"
"L6148","Trees.java","runtime/Java/src/org/antlr/v4/runtime/tree/Trees.java","L6134","16","0","107","0","38","2","1300","0"
"L6198","BasicFontMetrics.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/BasicFontMetrics.java","L6197","4","0","20","0","4","2","1300","0"
"L6199","PostScriptDocument.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/PostScriptDocument.java","L6197","7","0","142","1","15","2","1300","0"
"L6200","SystemFontMetrics.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/SystemFontMetrics.java","L6197","2","0","26","0","1","1","1300","0"
"L6201","TreeLayoutAdaptor.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeLayoutAdaptor.java","L6197","3","0","93","0","4","2","1300","0"
"L6202","TreePostScriptGenerator.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreePostScriptGenerator.java","L6197","6","0","114","0","23","2","1300","0"
"L6203","TreeTextProvider.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeTextProvider.java","L6197","1","0","5","0","3","2","1843","0"
"L6204","TreeViewer.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeViewer.java","L6197","27","0","541","0","55","4","1300","0"
