"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L11273","TokenListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/TokenListDecl.java","L11256","1","0","7","0","6","1","1843","0"
"L11274","TokenTypeDecl.java","tool/src/org/antlr/v4/codegen/model/decl/TokenTypeDecl.java","L11256","1","0","7","0","5","1","1843","0"
"L15964","BaseTest.java","tool/test/org/antlr/v4/test/BaseTest.java","L15963","87","0","981","0","151","2","1300","2"
"L15965","ErrorQueue.java","tool/test/org/antlr/v4/test/ErrorQueue.java","L15963","4","0","62","0","11","2","1300","0"
"L15966","JavaUnicodeInputStream.java","tool/test/org/antlr/v4/test/JavaUnicodeInputStream.java","L15963","44","0","191","1","6","2","1300","0"
"L15967","ParserInterpreterForTesting.java","tool/test/org/antlr/v4/test/ParserInterpreterForTesting.java","L15963","5","0","87","0","3","2","1843","0"
"L15968","TestActionSplitter.java","tool/test/org/antlr/v4/test/TestActionSplitter.java","L15963","3","0","46","0","13","2","1300","0"
"L15969","TestActionTranslation.java","tool/test/org/antlr/v4/test/TestActionTranslation.java","L15963","1","0","334","1","35","2","1300","1"
"L15970","TestASTStructure.java","tool/test/org/antlr/v4/test/TestASTStructure.java","L15963","2","0","284","0","22","2","1300","0"
"L15971","TestATNConstruction.java","tool/test/org/antlr/v4/test/TestATNConstruction.java","L15963","3","0","413","0","24","2","1300","1"
"L15972","TestATNDeserialization.java","tool/test/org/antlr/v4/test/TestATNDeserialization.java","L15963","1","0","136","0","17","2","1843","0"
"L15973","TestATNInterpreter.java","tool/test/org/antlr/v4/test/TestATNInterpreter.java","L15963","7","0","333","0","33","2","1843","0"
"L15974","TestATNLexerInterpreter.java","tool/test/org/antlr/v4/test/TestATNLexerInterpreter.java","L15963","1","0","243","0","24","2","1300","0"
"L15975","TestATNParserPrediction.java","tool/test/org/antlr/v4/test/TestATNParserPrediction.java","L15963","8","0","422","0","47","2","1843","0"
"L15976","TestATNSerialization.java","tool/test/org/antlr/v4/test/TestATNSerialization.java","L15963","1","0","681","0","39","2","1843","0"
"L15977","TestAttributeChecks.java","tool/test/org/antlr/v4/test/TestAttributeChecks.java","L15963","2","0","214","0","34","2","1300","1"
"L15978","TestBasicSemanticErrors.java","tool/test/org/antlr/v4/test/TestBasicSemanticErrors.java","L15963","1","0","73","0","36","2","1300","0"
"L15979","TestBufferedTokenStream.java","tool/test/org/antlr/v4/test/TestBufferedTokenStream.java","L15963","3","0","122","0","12","2","1843","0"
"L15980","TestCommonTokenStream.java","tool/test/org/antlr/v4/test/TestCommonTokenStream.java","L15963","1","0","231","0","23","2","1300","0"
"L15981","TestCompositeGrammars.java","tool/test/org/antlr/v4/test/TestCompositeGrammars.java","L15963","1","0","587","1","43","2","1300","1"
"L15982","TestFastQueue.java","tool/test/org/antlr/v4/test/TestFastQueue.java","L15963","6","0","94","0","3","2","1843","0"
"L15983","TestFullContextParsing.java","tool/test/org/antlr/v4/test/TestFullContextParsing.java","L15963","1","0","270","0","41","2","1300","1"
"L15984","TestGraphNodes.java","tool/test/org/antlr/v4/test/TestGraphNodes.java","L15963","16","0","803","0","26","2","1300","0"
"L15985","TestIntervalSet.java","tool/test/org/antlr/v4/test/TestIntervalSet.java","L15963","1","0","341","0","10","2","1300","0"
"L15986","TestLeftRecursion.java","tool/test/org/antlr/v4/test/TestLeftRecursion.java","L15963","2","0","440","2","51","2","1843","3"
"L15987","TestLexerActions.java","tool/test/org/antlr/v4/test/TestLexerActions.java","L15963","1","0","210","0","2","1","1843","1"
"L15988","TestLexerErrors.java","tool/test/org/antlr/v4/test/TestLexerErrors.java","L15963","1","0","154","0","19","2","1300","1"
"L15989","TestLexerExec.java","tool/test/org/antlr/v4/test/TestLexerExec.java","L15963","4","0","565","1","52","2","1843","1"
"L15990","TestListeners.java","tool/test/org/antlr/v4/test/TestListeners.java","L15963","1","0","187","0","25","2","1300","1"
"L15991","TestParseErrors.java","tool/test/org/antlr/v4/test/TestParseErrors.java","L15963","1","0","287","0","42","2","1843","1"
"L15992","TestParserExec.java","tool/test/org/antlr/v4/test/TestParserExec.java","L15963","1","0","273","1","55","2","1300","3"
"L15993","TestParserInterpreter.java","tool/test/org/antlr/v4/test/TestParserInterpreter.java","L15963","1","0","155","0","10","2","1843","0"
"L15994","TestParseTreeMatcher.java","tool/test/org/antlr/v4/test/TestParseTreeMatcher.java","L15963","8","0","401","0","30","2","1843","0"
"L15995","TestParseTrees.java","tool/test/org/antlr/v4/test/TestParseTrees.java","L15963","1","0","112","0","13","2","1300","1"
"L15996","TestPerformance.java","tool/test/org/antlr/v4/test/TestPerformance.java","L15963","236","0","1497","0","112","2","1300","0"
"L15997","TestScopeParsing.java","tool/test/org/antlr/v4/test/TestScopeParsing.java","L15963","2","0","30","0","12","2","1300","0"
"L15998","TestSemPredEvalLexer.java","tool/test/org/antlr/v4/test/TestSemPredEvalLexer.java","L15963","1","0","143","0","26","2","1300","1"
"L15999","TestSemPredEvalParser.java","tool/test/org/antlr/v4/test/TestSemPredEvalParser.java","L15963","1","0","453","1","49","2","1300","2"
"L16000","TestSets.java","tool/test/org/antlr/v4/test/TestSets.java","L15963","1","0","221","1","21","2","1300","1"
"L16001","TestSymbolIssues.java","tool/test/org/antlr/v4/test/TestSymbolIssues.java","L15963","1","0","113","0","40","2","1300","0"
"L16002","TestTokenStreamRewriter.java","tool/test/org/antlr/v4/test/TestTokenStreamRewriter.java","L15963","6","0","777","0","19","2","1843","0"
"L16003","TestTokenTypeAssignment.java","tool/test/org/antlr/v4/test/TestTokenTypeAssignment.java","L15963","8","0","140","0","20","2","1300","0"
"L16004","TestToolSyntaxErrors.java","tool/test/org/antlr/v4/test/TestToolSyntaxErrors.java","L15963","1","0","288","3","35","2","1300","3"
"L16005","TestTopologicalSort.java","tool/test/org/antlr/v4/test/TestTopologicalSort.java","L15963","1","0","74","0","8","2","1300","0"
"L16006","TestUnbufferedCharStream.java","tool/test/org/antlr/v4/test/TestUnbufferedCharStream.java","L15963","3","0","262","0","18","2","1843","0"
"L16007","TestUnbufferedTokenStream.java","tool/test/org/antlr/v4/test/TestUnbufferedTokenStream.java","L15963","3","0","160","0","14","2","1843","0"
"L16008","TestXPath.java","tool/test/org/antlr/v4/test/TestXPath.java","L15963","5","0","214","0","8","2","1300","1"
"L508","ANTLRErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRErrorListener.java","L507","1","0","35","0","32","2","1300","2"
"L509","ANTLRErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRErrorStrategy.java","L507","1","0","17","1","39","2","1300","0"
"L510","ANTLRFileStream.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRFileStream.java","L507","4","0","47","0","11","2","1300","0"
"L511","ANTLRInputStream.java","runtime/Java/src/org/antlr/v4/runtime/ANTLRInputStream.java","L507","16","0","144","0","30","2","1300","0"
"L512","BailErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/BailErrorStrategy.java","L507","3","0","23","0","20","2","1300","0"
"L513","BaseErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/BaseErrorListener.java","L507","1","0","45","0","21","2","1300","0"
"L514","BufferedTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/BufferedTokenStream.java","L507","58","0","284","0","57","2","1843","1"
"L515","CharStream.java","runtime/Java/src/org/antlr/v4/runtime/CharStream.java","L507","1","0","7","0","20","2","1300","0"
"L516","CommonToken.java","runtime/Java/src/org/antlr/v4/runtime/CommonToken.java","L507","9","0","155","0","37","2","1843","0"
"L517","CommonTokenFactory.java","runtime/Java/src/org/antlr/v4/runtime/CommonTokenFactory.java","L507","4","0","29","0","11","2","1300","0"
"L518","CommonTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/CommonTokenStream.java","L507","12","0","53","0","36","2","1300","0"
"L519","ConsoleErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ConsoleErrorListener.java","L507","1","0","14","0","15","2","1300","0"
"L520","DefaultErrorStrategy.java","runtime/Java/src/org/antlr/v4/runtime/DefaultErrorStrategy.java","L507","38","0","263","1","68","2","1300","0"
"L521","DiagnosticErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/DiagnosticErrorListener.java","L507","9","0","88","0","25","2","1300","0"
"L522","FailedPredicateException.java","runtime/Java/src/org/antlr/v4/runtime/FailedPredicateException.java","L507","3","0","53","1","34","2","1843","0"
"L523","InputMismatchException.java","runtime/Java/src/org/antlr/v4/runtime/InputMismatchException.java","L507","1","0","8","0","16","2","1300","0"
"L524","InterpreterRuleContext.java","runtime/Java/src/org/antlr/v4/runtime/InterpreterRuleContext.java","L507","1","0","16","0","5","2","1300","0"
"L525","IntStream.java","runtime/Java/src/org/antlr/v4/runtime/IntStream.java","L507","1","0","15","0","23","2","1300","0"
"L526","Lexer.java","runtime/Java/src/org/antlr/v4/runtime/Lexer.java","L507","23","0","264","0","97","2","1843","0"
"L527","LexerInterpreter.java","runtime/Java/src/org/antlr/v4/runtime/LexerInterpreter.java","L507","3","0","53","0","5","1","1843","0"
"L528","LexerNoViableAltException.java","runtime/Java/src/org/antlr/v4/runtime/LexerNoViableAltException.java","L507","3","0","40","1","27","2","1300","0"
"L529","ListTokenSource.java","runtime/Java/src/org/antlr/v4/runtime/ListTokenSource.java","L507","24","0","121","0","6","2","1300","0"
"L530","NoViableAltException.java","runtime/Java/src/org/antlr/v4/runtime/NoViableAltException.java","L507","1","0","38","0","45","2","1843","0"
"L531","Parser.java","runtime/Java/src/org/antlr/v4/runtime/Parser.java","L507","67","0","484","0","142","2","1300","0"
"L532","ParserInterpreter.java","runtime/Java/src/org/antlr/v4/runtime/ParserInterpreter.java","L507","28","0","189","0","10","2","1843","0"
"L533","ParserRuleContext.java","runtime/Java/src/org/antlr/v4/runtime/ParserRuleContext.java","L507","34","0","159","0","92","2","1843","0"
"L534","ProxyErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/ProxyErrorListener.java","L507","6","0","65","0","21","2","1300","0"
"L535","RecognitionException.java","runtime/Java/src/org/antlr/v4/runtime/RecognitionException.java","L507","4","0","66","0","45","2","1300","0"
"L536","Recognizer.java","runtime/Java/src/org/antlr/v4/runtime/Recognizer.java","L507","10","0","138","0","72","2","1300","1"
"L537","RuleContext.java","runtime/Java/src/org/antlr/v4/runtime/RuleContext.java","L507","18","0","149","0","81","2","1843","0"
"L538","Token.java","runtime/Java/src/org/antlr/v4/runtime/Token.java","L507","1","0","19","0","22","2","1843","0"
"L539","TokenFactory.java","runtime/Java/src/org/antlr/v4/runtime/TokenFactory.java","L507","1","0","11","0","5","2","1300","0"
"L540","TokenSource.java","runtime/Java/src/org/antlr/v4/runtime/TokenSource.java","L507","1","0","15","0","14","2","1300","0"
"L541","TokenStream.java","runtime/Java/src/org/antlr/v4/runtime/TokenStream.java","L507","1","0","19","0","25","2","1300","0"
"L542","TokenStreamRewriter.java","runtime/Java/src/org/antlr/v4/runtime/TokenStreamRewriter.java","L507","58","0","325","0","20","2","1300","0"
"L543","UnbufferedCharStream.java","runtime/Java/src/org/antlr/v4/runtime/UnbufferedCharStream.java","L507","30","0","179","0","36","2","1300","0"
"L544","UnbufferedTokenStream.java","runtime/Java/src/org/antlr/v4/runtime/UnbufferedTokenStream.java","L507","28","0","198","0","24","2","1300","0"
"L545","WritableToken.java","runtime/Java/src/org/antlr/v4/runtime/WritableToken.java","L507","1","0","9","0","2","1","1843","0"
"L789","AbstractPredicateTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/AbstractPredicateTransition.java","L788","1","0","6","0","3","2","1843","0"
"L790","ActionTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/ActionTransition.java","L788","1","0","32","0","19","2","1843","0"
"L791","ArrayPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/ArrayPredictionContext.java","L788","12","0","70","0","35","2","1300","0"
"L792","ATN.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATN.java","L788","11","0","97","0","40","2","1300","0"
"L793","ATNConfig.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfig.java","L788","14","0","121","0","46","2","1300","0"
"L794","ATNConfigSet.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNConfigSet.java","L788","35","0","246","0","81","2","1300","0"
"L795","ATNDeserializationOptions.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNDeserializationOptions.java","L788","2","0","49","0","5","2","1843","0"
"L796","ATNDeserializer.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNDeserializer.java","L788","125","0","510","2","16","2","1300","0"
"L797","ATNSerializer.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNSerializer.java","L788","108","0","446","2","9","2","1300","0"
"L798","ATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNSimulator.java","L788","2","0","89","1","83","2","1300","0"
"L799","ATNState.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNState.java","L788","4","0","92","1","32","2","1300","0"
"L800","ATNType.java","runtime/Java/src/org/antlr/v4/runtime/atn/ATNType.java","L788","1","0","5","0","2","1","1300","0"
"L801","AtomTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/AtomTransition.java","L788","1","0","26","0","20","2","1843","0"
"L802","BasicBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BasicBlockStartState.java","L788","1","0","7","0","2","1","1300","0"
"L803","BasicState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BasicState.java","L788","1","0","7","0","2","1","1300","0"
"L804","BlockEndState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BlockEndState.java","L788","1","0","8","0","12","2","1300","0"
"L805","BlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/BlockStartState.java","L788","1","0","4","0","6","2","1300","0"
"L806","DecisionState.java","runtime/Java/src/org/antlr/v4/runtime/atn/DecisionState.java","L788","1","0","5","0","16","2","1300","0"
"L807","EmptyPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/EmptyPredictionContext.java","L788","1","0","28","0","16","2","1300","0"
"L808","EpsilonTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/EpsilonTransition.java","L788","1","0","20","0","16","2","1843","0"
"L809","LexerAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerAction.java","L788","1","0","10","0","4","2","1300","0"
"L810","LexerActionExecutor.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerActionExecutor.java","L788","15","0","90","0","4","2","1300","0"
"L811","LexerActionType.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerActionType.java","L788","1","0","11","0","2","2","1843","0"
"L812","LexerATNConfig.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerATNConfig.java","L788","8","0","79","0","17","2","1843","0"
"L813","LexerATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerATNSimulator.java","L788","76","0","457","1","172","2","1300","1"
"L814","LexerChannelAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerChannelAction.java","L788","3","0","47","0","4","2","1300","0"
"L815","LexerCustomAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerCustomAction.java","L788","4","0","52","0","4","2","1300","0"
"L816","LexerIndexedCustomAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerIndexedCustomAction.java","L788","4","0","51","0","4","2","1300","0"
"L817","LexerModeAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerModeAction.java","L788","3","0","46","0","4","2","1300","0"
"L818","LexerMoreAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerMoreAction.java","L788","1","0","36","0","4","2","1300","0"
"L819","LexerPopModeAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerPopModeAction.java","L788","1","0","36","0","4","2","1300","0"
"L820","LexerPushModeAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerPushModeAction.java","L788","3","0","46","0","4","2","1300","0"
"L821","LexerSkipAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerSkipAction.java","L788","1","0","36","0","4","2","1300","0"
"L822","LexerTypeAction.java","runtime/Java/src/org/antlr/v4/runtime/atn/LexerTypeAction.java","L788","3","0","46","0","4","2","1300","0"
"L823","LL1Analyzer.java","runtime/Java/src/org/antlr/v4/runtime/atn/LL1Analyzer.java","L788","27","0","132","0","50","2","1300","0"
"L824","LoopEndState.java","runtime/Java/src/org/antlr/v4/runtime/atn/LoopEndState.java","L788","1","0","8","0","9","2","1300","0"
"L825","NotSetTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/NotSetTransition.java","L788","3","0","23","0","19","2","1843","0"
"L826","OrderedATNConfigSet.java","runtime/Java/src/org/antlr/v4/runtime/atn/OrderedATNConfigSet.java","L788","1","0","12","0","9","2","1300","0"
"L827","ParserATNSimulator.java","runtime/Java/src/org/antlr/v4/runtime/atn/ParserATNSimulator.java","L788","198","0","904","1","290","2","1843","2"
"L828","PlusBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/PlusBlockStartState.java","L788","1","0","8","0","7","2","1300","0"
"L829","PlusLoopbackState.java","runtime/Java/src/org/antlr/v4/runtime/atn/PlusLoopbackState.java","L788","1","0","7","0","8","2","1300","0"
"L830","PrecedencePredicateTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/PrecedencePredicateTransition.java","L788","1","0","28","0","3","2","1843","0"
"L831","PredicateTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredicateTransition.java","L788","1","0","31","0","23","2","1843","0"
"L832","PredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContext.java","L788","105","0","466","0","78","2","1300","0"
"L833","PredictionContextCache.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionContextCache.java","L788","3","0","22","0","16","2","1300","0"
"L834","PredictionMode.java","runtime/Java/src/org/antlr/v4/runtime/atn/PredictionMode.java","L788","30","0","162","0","22","2","1300","0"
"L835","RangeTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/RangeTransition.java","L788","2","0","28","0","17","2","1843","0"
"L836","RuleStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleStartState.java","L788","1","0","9","0","8","2","1843","0"
"L837","RuleStopState.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleStopState.java","L788","1","0","7","0","6","2","1300","0"
"L838","RuleTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/RuleTransition.java","L788","1","0","35","0","23","2","1843","0"
"L839","SemanticContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java","L788","50","0","274","0","39","2","1300","0"
"L840","SetTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/SetTransition.java","L788","2","0","30","0","20","2","1300","0"
"L841","SingletonPredictionContext.java","runtime/Java/src/org/antlr/v4/runtime/atn/SingletonPredictionContext.java","L788","12","0","57","0","28","2","1300","0"
"L842","StarBlockStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarBlockStartState.java","L788","1","0","7","0","6","2","1300","0"
"L843","StarLoopbackState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarLoopbackState.java","L788","1","0","10","0","8","2","1300","0"
"L844","StarLoopEntryState.java","runtime/Java/src/org/antlr/v4/runtime/atn/StarLoopEntryState.java","L788","1","0","11","0","10","2","1300","0"
"L845","TokensStartState.java","runtime/Java/src/org/antlr/v4/runtime/atn/TokensStartState.java","L788","1","0","7","0","9","2","1300","0"
"L846","Transition.java","runtime/Java/src/org/antlr/v4/runtime/atn/Transition.java","L788","2","0","61","0","35","2","1300","0"
"L847","WildcardTransition.java","runtime/Java/src/org/antlr/v4/runtime/atn/WildcardTransition.java","L788","2","0","18","0","15","2","1843","0"
"L4304","DFA.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFA.java","L4303","11","0","98","0","38","2","1300","0"
"L4305","DFASerializer.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFASerializer.java","L4303","14","0","59","0","25","2","1300","0"
"L4306","DFAState.java","runtime/Java/src/org/antlr/v4/runtime/dfa/DFAState.java","L4303","8","0","85","0","58","2","1300","0"
"L4307","LexerDFASerializer.java","runtime/Java/src/org/antlr/v4/runtime/dfa/LexerDFASerializer.java","L4303","1","0","12","0","5","2","1843","0"
"L4777","AbstractEqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/AbstractEqualityComparator.java","L4776","1","0","3","0","2","2","1843","0"
"L4778","Array2DHashSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/Array2DHashSet.java","L4776","71","0","379","0","34","2","1300","0"
"L4779","DoubleKeyMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/DoubleKeyMap.java","L4776","5","0","40","0","6","2","1843","0"
"L4780","EqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/EqualityComparator.java","L4776","1","0","5","0","2","2","1843","0"
"L4781","FlexibleHashMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/FlexibleHashMap.java","L4776","33","0","221","0","12","2","1300","0"
"L4782","GraphicsSupport.java","runtime/Java/src/org/antlr/v4/runtime/misc/GraphicsSupport.java","L4776","8","0","75","0","11","2","1300","0"
"L4783","IntegerList.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntegerList.java","L4776","35","0","183","0","13","2","1300","0"
"L4784","IntegerStack.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntegerStack.java","L4776","1","0","20","0","5","2","1843","0"
"L4785","Interval.java","runtime/Java/src/org/antlr/v4/runtime/misc/Interval.java","L4776","17","0","84","0","23","2","1300","0"
"L4786","IntervalSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntervalSet.java","L4776","96","0","463","0","35","2","1300","1"
"L4787","IntSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/IntSet.java","L4776","1","0","20","0","8","2","1843","1"
"L4788","JFileChooserConfirmOverwrite.java","runtime/Java/src/org/antlr/v4/runtime/misc/JFileChooserConfirmOverwrite.java","L4776","3","0","23","0","2","1","1300","0"
"L4789","LogManager.java","runtime/Java/src/org/antlr/v4/runtime/misc/LogManager.java","L4776","4","0","81","0","7","2","1843","0"
"L4790","MultiMap.java","runtime/Java/src/org/antlr/v4/runtime/misc/MultiMap.java","L4776","4","0","23","0","5","1","1843","0"
"L4791","MurmurHash.java","runtime/Java/src/org/antlr/v4/runtime/misc/MurmurHash.java","L4776","3","0","48","0","4","2","1300","0"
"L4792","ObjectEqualityComparator.java","runtime/Java/src/org/antlr/v4/runtime/misc/ObjectEqualityComparator.java","L4776","3","0","18","0","4","2","1300","0"
"L4793","OrderedHashSet.java","runtime/Java/src/org/antlr/v4/runtime/misc/OrderedHashSet.java","L4776","4","0","73","0","16","2","1843","0"
"L4794","Pair.java","runtime/Java/src/org/antlr/v4/runtime/misc/Pair.java","L4776","1","0","9","0","5","2","1300","0"
"L4795","ParseCancellationException.java","runtime/Java/src/org/antlr/v4/runtime/misc/ParseCancellationException.java","L4776","1","0","18","0","5","2","1843","0"
"L4796","TestRig.java","runtime/Java/src/org/antlr/v4/runtime/misc/TestRig.java","L4776","39","0","205","0","51","2","1300","0"
"L4797","Triple.java","runtime/Java/src/org/antlr/v4/runtime/misc/Triple.java","L4776","1","0","11","0","5","2","1300","0"
"L4798","Utils.java","runtime/Java/src/org/antlr/v4/runtime/misc/Utils.java","L4776","21","0","109","1","24","2","1300","0"
"L7373","AbstractParseTreeVisitor.java","runtime/Java/src/org/antlr/v4/runtime/tree/AbstractParseTreeVisitor.java","L7372","3","0","39","1","8","1","1300","0"
"L7374","ErrorNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNode.java","L7372","1","0","3","0","6","2","1843","0"
"L7375","ErrorNodeImpl.java","runtime/Java/src/org/antlr/v4/runtime/tree/ErrorNodeImpl.java","L7372","1","0","11","0","6","2","1843","0"
"L7376","ParseTree.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTree.java","L7372","1","0","13","0","44","2","1300","0"
"L7377","ParseTreeListener.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeListener.java","L7372","1","0","9","0","20","2","1300","0"
"L7378","ParseTreeProperty.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeProperty.java","L7372","1","0","9","0","7","2","1300","0"
"L7379","ParseTreeVisitor.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeVisitor.java","L7372","1","0","8","0","31","2","1300","0"
"L7380","ParseTreeWalker.java","runtime/Java/src/org/antlr/v4/runtime/tree/ParseTreeWalker.java","L7372","4","0","33","0","22","2","1300","0"
"L7381","RuleNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/RuleNode.java","L7372","1","0","5","0","5","2","1843","0"
"L7382","SyntaxTree.java","runtime/Java/src/org/antlr/v4/runtime/tree/SyntaxTree.java","L7372","1","0","8","0","18","2","1300","0"
"L7383","TerminalNode.java","runtime/Java/src/org/antlr/v4/runtime/tree/TerminalNode.java","L7372","1","0","5","0","6","2","1843","0"
"L7384","TerminalNodeImpl.java","runtime/Java/src/org/antlr/v4/runtime/tree/TerminalNodeImpl.java","L7372","3","0","45","0","16","2","1843","0"
"L7385","Tree.java","runtime/Java/src/org/antlr/v4/runtime/tree/Tree.java","L7372","1","0","12","0","12","2","1843","0"
"L7386","Trees.java","runtime/Java/src/org/antlr/v4/runtime/tree/Trees.java","L7372","25","0","155","0","48","2","1843","0"
"L7436","BasicFontMetrics.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/BasicFontMetrics.java","L7435","4","0","20","0","7","2","1300","0"
"L7437","PostScriptDocument.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/PostScriptDocument.java","L7435","7","0","142","1","16","2","1300","0"
"L7438","SystemFontMetrics.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/SystemFontMetrics.java","L7435","2","0","26","0","2","1","1300","0"
"L7439","TreeLayoutAdaptor.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeLayoutAdaptor.java","L7435","3","0","93","0","7","2","1843","0"
"L7440","TreePostScriptGenerator.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreePostScriptGenerator.java","L7435","6","0","114","0","24","2","1300","0"
"L7441","TreeTextProvider.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeTextProvider.java","L7435","1","0","5","0","3","2","1843","0"
"L7442","TreeViewer.java","runtime/Java/src/org/antlr/v4/runtime/tree/gui/TreeViewer.java","L7435","30","0","553","0","58","4","1843","0"
"L8386","Chunk.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/Chunk.java","L8385","1","0","3","0","11","2","1300","0"
"L8387","ParseTreeMatch.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/ParseTreeMatch.java","L8385","8","0","70","0","15","2","1300","0"
"L8388","ParseTreePattern.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/ParseTreePattern.java","L8385","3","0","58","0","9","2","1843","0"
"L8389","ParseTreePatternMatcher.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/ParseTreePatternMatcher.java","L8385","60","0","312","0","38","2","1843","0"
"L8390","RuleTagToken.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/RuleTagToken.java","L8385","4","0","77","0","9","2","1300","0"
"L8391","TagChunk.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/TagChunk.java","L8385","4","0","32","0","5","2","1843","0"
"L8392","TextChunk.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/TextChunk.java","L8385","2","0","20","0","7","2","1300","0"
