filename,npm,wmc,dit,noc,cbo,rfc,bug
apache.xpath.functions.FuncExtFunctionAvailable,29.0,2.0,5.0,0.0,12.0,14.0,1.0
apache.xpath.functions.FuncCeiling,29.0,2.0,5.0,0.0,7.0,7.0,1.0
apache.xpath.functions.FuncRound,29.0,2.0,5.0,0.0,7.0,7.0,2.0
apache.xpath.functions.FuncFalse,30.0,3.0,4.0,0.0,4.0,4.0,1.0
apache.xpath.functions.FunctionDef1Arg,30.0,8.0,5.0,9.0,11.0,22.0,1.0
apache.xpath.functions.FuncStringLength,30.0,2.0,6.0,0.0,5.0,6.0,1.0
apache.xpath.functions.FuncLang,29.0,2.0,5.0,0.0,9.0,15.0,1.0
apache.xpath.functions.Function,31.0,9.0,3.0,7.0,8.0,17.0,1.0
apache.xpath.functions.FuncSubstring,31.0,4.0,7.0,0.0,13.0,17.0,1.0
apache.xpath.functions.FunctionOneArg,29.0,11.0,4.0,15.0,6.0,21.0,1.0
apache.xpath.functions.FuncBoolean,29.0,2.0,5.0,0.0,6.0,5.0,1.0
apache.xpath.functions.FuncExtFunction,30.0,8.0,4.0,0.0,13.0,21.0,2.0
apache.xpath.functions.FuncTrue,30.0,3.0,4.0,0.0,4.0,4.0,1.0
apache.xpath.functions.FuncPosition,30.0,5.0,4.0,0.0,10.0,18.0,1.0
apache.xpath.functions.FuncCount,29.0,2.0,5.0,0.0,7.0,8.0,1.0
apache.xpath.functions.FuncGenerateId,30.0,2.0,6.0,0.0,7.0,10.0,1.0
apache.xpath.functions.FuncUnparsedEntityURI,29.0,2.0,5.0,0.0,8.0,10.0,1.0
apache.xpath.functions.FuncLast,30.0,5.0,4.0,0.0,8.0,13.0,1.0
apache.xpath.functions.FuncId,29.0,3.0,5.0,0.0,13.0,28.0,1.0
apache.xpath.functions.FuncSubstringAfter,30.0,2.0,6.0,0.0,8.0,8.0,1.0
apache.xpath.functions.FuncNumber,30.0,2.0,6.0,0.0,4.0,5.0,1.0
apache.xpath.functions.FunctionMultiArgs,31.0,8.0,7.0,1.0,9.0,23.0,1.0
apache.xpath.functions.FuncNamespace,30.0,2.0,6.0,0.0,7.0,11.0,1.0
apache.xpath.functions.FuncQname,30.0,2.0,6.0,0.0,6.0,7.0,1.0
apache.xpath.functions.FuncSystemProperty,30.0,5.0,5.0,0.0,25.0,39.0,1.0
apache.xpath.functions.FuncSubstringBefore,30.0,2.0,6.0,0.0,8.0,8.0,1.0
apache.xpath.functions.WrongNumberArgsException,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xpath.functions.FuncTranslate,31.0,2.0,7.0,0.0,10.0,12.0,1.0
apache.xpath.functions.Function3Args,31.0,9.0,6.0,4.0,6.0,24.0,1.0
apache.xpath.objects.XNodeSetForDOM,66.0,7.0,6.0,0.0,10.0,18.0,0.0
apache.xpath.objects.Comparator,0.0,3.0,2.0,6.0,2.0,4.0,0.0
apache.xpath.objects.XStringForChars,80.0,12.0,5.0,0.0,13.0,23.0,0.0
apache.xpath.objects.EqualComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.XRTreeFrag,49.0,19.0,4.0,1.0,18.0,48.0,0.0
apache.xpath.objects.XBooleanStatic,53.0,2.0,5.0,0.0,5.0,5.0,1.0
apache.xpath.objects.XObjectFactory,2.0,3.0,2.0,0.0,21.0,19.0,0.0
apache.xpath.objects.XNull,65.0,8.0,6.0,0.0,3.0,10.0,1.0
apache.xpath.objects.XNodeSet,66.0,33.0,5.0,2.0,25.0,82.0,1.0
apache.xpath.objects.GreaterThanComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.GreaterThanOrEqualComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.XNumber,51.0,13.0,4.0,0.0,10.0,38.0,0.0
apache.xpath.objects.LessThanComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.XString,86.0,49.0,4.0,2.0,21.0,113.0,0.0
apache.xpath.objects.LessThanOrEqualComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.XBoolean,53.0,10.0,4.0,1.0,6.0,17.0,0.0
apache.xpath.objects.XObject,60.0,42.0,3.0,7.0,23.0,86.0,0.0
apache.xpath.objects.XRTreeFragSelectWrapper,48.0,10.0,5.0,0.0,10.0,23.0,0.0
apache.xpath.objects.XStringForFSB,65.0,31.0,5.0,0.0,17.0,66.0,0.0
apache.xpath.objects.NotEqualComparator,0.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.xpath.objects.XMLStringFactoryImpl,1.0,7.0,3.0,0.0,5.0,12.0,1.0
apache.xpath.operations.Bool,28.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Or,30.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Number,28.0,3.0,4.0,0.0,6.0,8.0,1.0
apache.xpath.operations.Gt,30.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.Minus,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Operation,31.0,12.0,3.0,14.0,7.0,24.0,0.0
apache.xpath.operations.Quo,30.0,2.0,4.0,0.0,5.0,5.0,0.0
apache.xpath.operations.And,30.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.NotEquals,30.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.Mult,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.VariableSafeAbsRef,33.0,2.0,4.0,0.0,9.0,11.0,0.0
apache.xpath.operations.Lte,30.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.Lt,30.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.UnaryOperation,30.0,11.0,3.0,4.0,5.0,21.0,0.0
apache.xpath.operations.String,29.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.Mod,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Variable,33.0,16.0,3.0,1.0,19.0,54.0,1.0
apache.xpath.operations.Neg,28.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Div,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Equals,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.operations.Gte,30.0,2.0,4.0,0.0,5.0,4.0,0.0
apache.xpath.operations.Plus,29.0,3.0,4.0,0.0,6.0,7.0,0.0
apache.xpath.patterns.UnionPattern,27.0,9.0,3.0,0.0,8.0,20.0,1.0
apache.xpath.patterns.ContextMatchStepPattern,24.0,3.0,3.0,0.0,8.0,17.0,0.0
apache.xpath.patterns.StepPattern,24.0,31.0,2.0,2.0,18.0,92.0,1.0
apache.xpath.patterns.FunctionPattern,19.0,7.0,3.0,0.0,8.0,18.0,1.0
apache.xpath.res.XPATHErrorResources,5.0,8.0,2.0,0.0,10.0,22.0,1.0
