address,PIM,WMC,DIT,NOC,CBO,RFC,bug
apache.camel.impl.NoRouteBuilder,38.0,4.0,4.0,0.0,3.0,6.0,0.0
apache.camel.NoSuchEndpointException,1.0,2.0,3.0,0.0,3.0,6.0,1.0
apache.camel.NoSuchLanguageException,1.0,2.0,3.0,0.0,3.0,6.0,0.0
apache.camel.NoSuchPropertyException,3.0,5.0,4.0,0.0,6.0,15.0,1.0
apache.camel.NoTypeConversionAvailableException,2.0,3.0,3.0,0.0,4.0,9.0,1.0
apache.camel.processor.validation.NoXmlBodyValidationException,1.0,1.0,5.0,0.0,3.0,6.0,0.0
apache.camel.view.NodeData,1.0,3.0,2.0,0.0,21.0,35.0,4.0
apache.camel.converter.ObjectConverter,5.0,6.0,2.0,0.0,12.0,19.0,3.0
apache.camel.converter.jaxb.ObjectHeader,2.0,4.0,3.0,0.0,2.0,6.0,0.0
apache.camel.util.ObjectHelper,28.0,30.0,2.0,0.0,36.0,97.0,8.0
apache.camel.language.ognl.OgnlExpression,6.0,5.0,3.0,0.0,13.0,19.0,0.0
apache.camel.model.language.OgnlExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.language.ognl.OgnlLanguage,2.0,3.0,2.0,0.0,5.0,5.0,0.0
apache.camel.component.bean.ParameterInfo,4.0,5.0,2.0,0.0,2.0,6.0,2.0
apache.camel.component.cxf.interceptors.PayloadContentRedirectInterceptor,1.0,2.0,2.0,0.0,10.0,10.0,0.0
apache.camel.component.cxf.interceptors.PayloadInInterceptor,1.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.camel.component.cxf.invoker.PayloadInvokingContext,8.0,15.0,3.0,0.0,27.0,65.0,0.0
apache.camel.component.cxf.invoker.PayloadMessage,3.0,4.0,2.0,0.0,4.0,12.0,0.0
apache.camel.component.cxf.phase.PayloadPhaseManagerImpl,2.0,3.0,3.0,0.0,5.0,7.0,0.0
apache.camel.management.PerformanceCounter,9.0,9.0,3.0,0.0,4.0,16.0,0.0
apache.camel.model.language.PhpExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.processor.Pipeline,10.0,11.0,4.0,0.0,23.0,52.0,0.0
apache.camel.impl.PollingConsumerSupport,10.0,6.0,3.0,4.0,7.0,15.0,0.0
apache.camel.builder.PredicateBuilder,17.0,18.0,2.0,0.0,19.0,39.0,0.0
apache.camel.impl.PredicateSupport,2.0,4.0,2.0,0.0,6.0,14.0,0.0
apache.camel.processor.ProceedProcessor,2.0,3.0,2.0,0.0,6.0,9.0,0.0
apache.camel.bam.ProcessBuilder,52.0,20.0,4.0,0.0,21.0,62.0,0.0
apache.camel.bam.processor.ProcessContext,13.0,14.0,2.0,0.0,5.0,19.0,0.0
apache.camel.bam.model.ProcessDefinition,6.0,7.0,3.0,0.0,10.0,26.0,0.0
apache.camel.bam.model.ProcessInstance,15.0,18.0,2.0,0.0,10.0,38.0,0.0
apache.camel.bam.rules.ProcessRules,11.0,8.0,3.0,0.0,8.0,17.0,0.0
apache.camel.builder.ProcessorBuilder,11.0,12.0,2.0,0.0,13.0,24.0,1.0
apache.camel.impl.ProcessorEndpoint,22.0,7.0,5.0,1.0,7.0,14.0,0.0
apache.camel.impl.ProcessorPollingConsumer,13.0,6.0,4.0,0.0,7.0,14.0,0.0
apache.camel.util.ProducerCache,13.0,13.0,3.0,0.0,19.0,45.0,1.0
apache.camel.impl.converter.PropertyEditorTypeConverter,1.0,2.0,2.0,0.0,7.0,11.0,1.0
apache.camel.converter.jaxb.PropertyType,4.0,5.0,2.0,0.0,2.0,6.0,0.0
apache.camel.component.bean.ProxyHelper,4.0,5.0,2.0,0.0,8.0,13.0,0.0
apache.camel.model.language.PythonExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.component.seda.QueueComponent,12.0,2.0,5.0,0.0,4.0,5.0,0.0
apache.camel.processor.loadbalancer.QueueLoadBalancer,4.0,3.0,3.0,3.0,7.0,13.0,0.0
apache.camel.processor.loadbalancer.RandomLoadBalancer,4.0,2.0,4.0,0.0,5.0,7.0,0.0
apache.camel.component.cxf.interceptors.RawMessageContentRedirectInterceptor,1.0,2.0,2.0,0.0,8.0,8.0,0.0
apache.camel.component.cxf.interceptors.RawMessageInInterceptor,1.0,3.0,3.0,0.0,3.0,5.0,0.0
apache.camel.component.cxf.invoker.RawMessageInvokingContext,9.0,13.0,3.0,0.0,24.0,58.0,0.0
apache.camel.component.cxf.phase.RawMessagePhaseManagerImpl,2.0,3.0,3.0,0.0,5.0,7.0,0.0
apache.camel.processor.RecipientList,8.0,6.0,3.0,0.0,14.0,25.0,1.0
apache.camel.processor.RedeliveryPolicy,24.0,26.0,2.0,0.0,9.0,48.0,0.0
apache.camel.component.ref.RefComponent,11.0,2.0,4.0,0.0,7.0,7.0,0.0
apache.camel.impl.ReflectionInjector,1.0,2.0,2.0,0.0,4.0,4.0,0.0
apache.camel.spring.util.ReflectionUtils,2.0,3.0,2.0,0.0,11.0,18.0,0.0
apache.camel.component.validator.jing.RelaxNGCompactSyntaxComponent,13.0,2.0,6.0,0.0,4.0,5.0,0.0
apache.camel.component.file.remote.RemoteFileBinding,1.0,2.0,2.0,0.0,2.0,3.0,0.0
apache.camel.component.file.remote.RemoteFileComponent,15.0,8.0,4.0,0.0,11.0,27.0,0.0
apache.camel.component.file.remote.RemoteFileConfiguration,20.0,23.0,2.0,0.0,8.0,45.0,0.0
apache.camel.component.file.remote.RemoteFileConsumer,21.0,2.0,5.0,2.0,2.0,4.0,0.0
apache.camel.component.file.remote.RemoteFileEndpoint,22.0,9.0,4.0,2.0,5.0,21.0,0.0
apache.camel.component.file.remote.RemoteFileExchange,31.0,4.0,3.0,0.0,3.0,8.0,0.0
apache.camel.component.file.remote.RemoteFileMessage,22.0,12.0,4.0,0.0,6.0,25.0,0.0
apache.camel.component.file.remote.RemoteFileProducer,10.0,2.0,4.0,2.0,6.0,10.0,0.0
apache.camel.component.file.strategy.RenameFileProcessStrategy,7.0,8.0,3.0,0.0,10.0,26.0,1.0
apache.camel.util.ReportingTypeConverterLoader,2.0,6.0,3.0,0.0,10.0,17.0,0.0
apache.camel.util.ReportingTypeConverterRegistry,3.0,4.0,2.0,0.0,7.0,9.0,0.0
apache.camel.processor.Resequencer,15.0,7.0,4.0,0.0,8.0,22.0,0.0
apache.camel.processor.resequencer.ResequencerEngine,8.0,18.0,2.0,0.0,15.0,50.0,1.0
apache.camel.ResolveEndpointFailedException,1.0,2.0,3.0,0.0,3.0,7.0,0.0
apache.camel.util.ResolverUtil,6.0,12.0,2.0,0.0,26.0,69.0,6.0
apache.camel.component.ResourceBasedComponent,13.0,5.0,4.0,2.0,8.0,15.0,0.0
apache.camel.component.ResourceBasedEndpoint,25.0,5.0,6.0,1.0,8.0,15.0,0.0
apache.camel.component.rmi.RmiComponent,11.0,3.0,4.0,0.0,4.0,6.0,0.0
apache.camel.component.rmi.RmiConsumer,15.0,6.0,4.0,0.0,20.0,37.0,0.0
apache.camel.component.rmi.RmiEndpoint,27.0,14.0,3.0,0.0,14.0,35.0,0.0
apache.camel.component.rmi.RmiProducer,12.0,3.0,4.0,0.0,9.0,12.0,0.0
apache.camel.language.ognl.RootObject,12.0,13.0,2.0,0.0,3.0,23.0,0.0
apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,4.0,2.0,4.0,0.0,4.0,5.0,0.0
apache.camel.Route,8.0,11.0,2.0,1.0,6.0,20.0,2.0
apache.camel.builder.RouteBuilder,38.0,19.0,3.0,3.0,13.0,51.0,3.0
apache.camel.spring.RouteBuilderFinder,4.0,9.0,2.0,0.0,17.0,32.0,0.0
apache.camel.impl.RouteContext,12.0,13.0,2.0,0.0,20.0,41.0,4.0
apache.camel.view.RouteDotGenerator,3.0,8.0,3.0,0.0,16.0,36.0,0.0
apache.camel.model.language.RubyExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.RuntimeCamelException,0.0,4.0,2.0,15.0,2.0,8.0,1.0
apache.camel.RuntimeExchangeException,1.0,3.0,3.0,0.0,4.0,10.0,1.0
apache.camel.RuntimeExpressionException,0.0,3.0,3.0,1.0,2.0,6.0,0.0
apache.camel.component.jms.RuntimeJmsException,0.0,1.0,2.0,3.0,2.0,2.0,0.0
apache.camel.component.mail.RuntimeMailException,0.0,1.0,2.0,2.0,2.0,2.0,0.0
apache.camel.RuntimeTransformException,0.0,3.0,3.0,0.0,2.0,6.0,0.0
apache.camel.component.xmpp.RuntimeXmppException,0.0,2.0,2.0,0.0,2.0,4.0,0.0
apache.camel.impl.ScheduledPollConsumer,21.0,15.0,4.0,4.0,12.0,36.0,0.0
apache.camel.impl.ScheduledPollEndpoint,19.0,6.0,3.0,4.0,5.0,13.0,0.0
apache.camel.processor.validation.SchemaValidationException,5.0,6.0,5.0,0.0,5.0,17.0,0.0
apache.camel.builder.script.ScriptBuilder,42.0,56.0,2.0,0.0,25.0,107.0,0.0
apache.camel.spring.handler.ScriptDefinitionParser,0.0,2.0,4.0,0.0,6.0,10.0,0.0
apache.camel.builder.script.ScriptEvaluationException,0.0,3.0,3.0,0.0,2.0,6.0,0.0
apache.camel.builder.script.ScriptLanguage,2.0,3.0,2.0,0.0,4.0,5.0,0.0
apache.camel.builder.script.ScriptLanguageResolver,1.0,2.0,2.0,0.0,4.0,4.0,0.0
apache.camel.component.seda.SedaComponent,12.0,3.0,4.0,2.0,5.0,6.0,1.0
apache.camel.component.seda.SedaConsumer,8.0,6.0,3.0,0.0,16.0,23.0,2.0
apache.camel.component.seda.SedaEndpoint,20.0,7.0,3.0,0.0,7.0,12.0,2.0
apache.camel.spring.remoting.SendBeforeInterceptor,6.0,7.0,2.0,0.0,14.0,19.0,0.0
apache.camel.processor.SendProcessor,10.0,8.0,3.0,0.0,15.0,26.0,1.0
apache.camel.processor.resequencer.Sequence,5.0,6.0,2.0,0.0,4.0,16.0,0.0
apache.camel.processor.resequencer.SequenceSender,3.0,7.0,2.0,0.0,12.0,19.0,1.0
apache.camel.impl.SerializationDataFormat,2.0,3.0,2.0,0.0,8.0,9.0,1.0
apache.camel.model.dataformat.SerializationDataFormat,1.0,2.0,3.0,0.0,3.0,4.0,1.0
apache.camel.util.ServiceHelper,6.0,8.0,2.0,0.0,9.0,23.0,0.0
apache.camel.impl.ServiceSupport,6.0,14.0,2.0,27.0,9.0,31.0,1.0
apache.camel.component.file.remote.SftpConsumer,29.0,15.0,6.0,0.0,18.0,53.0,0.0
apache.camel.component.file.remote.SftpEndpoint,24.0,4.0,5.0,0.0,11.0,21.0,0.0
apache.camel.component.file.remote.SftpProducer,12.0,6.0,5.0,0.0,14.0,30.0,0.0
apache.camel.model.language.SimpleExpression,11.0,3.0,3.0,0.0,2.0,5.0,1.0
apache.camel.language.simple.SimpleLanguage,3.0,8.0,2.0,0.0,12.0,38.0,2.0
apache.camel.component.cxf.interceptors.SoapMessageInInterceptor,1.0,11.0,3.0,0.0,23.0,48.0,0.0
apache.camel.component.cxf.interceptors.SoapMessageOutInterceptor,2.0,5.0,3.0,0.0,33.0,55.0,0.0
apache.camel.processor.Splitter,8.0,5.0,3.0,0.0,13.0,21.0,2.0
apache.camel.spring.SpringCamelContext,50.0,17.0,4.0,0.0,22.0,48.0,0.0
apache.camel.spring.spi.SpringConverters,8.0,9.0,2.0,0.0,9.0,21.0,0.0
apache.camel.spring.spi.SpringInjector,5.0,6.0,2.0,0.0,6.0,10.0,0.0
apache.camel.spring.SpringInstrumentationAgent,18.0,4.0,4.0,0.0,8.0,13.0,0.0
apache.camel.spring.SpringRouteBuilder,43.0,6.0,4.0,0.0,8.0,21.0,0.0
apache.camel.spring.spi.SpringTransactionPolicy,3.0,5.0,2.0,0.0,6.0,11.0,0.0
apache.camel.component.validator.SpringValidator,17.0,4.0,3.0,0.0,7.0,11.0,0.0
apache.camel.builder.sql.SqlBuilder,9.0,14.0,2.0,0.0,22.0,50.0,0.0
apache.camel.model.language.SqlExpression,11.0,3.0,3.0,0.0,2.0,5.0,1.0
apache.camel.impl.converter.StaticMethodTypeConverter,2.0,3.0,2.0,0.0,5.0,9.0,0.0
apache.camel.processor.loadbalancer.StickyLoadBalancer,5.0,7.0,4.0,0.0,12.0,26.0,2.0
apache.camel.processor.StreamResequencer,11.0,7.0,4.0,0.0,8.0,26.0,0.0
apache.camel.model.config.StreamResequencerConfig,7.0,10.0,2.0,0.0,5.0,19.0,1.0
apache.camel.builder.xml.StreamResultHandler,2.0,3.0,2.0,0.0,6.0,8.0,0.0
apache.camel.builder.xml.StreamResultHandlerFactory,1.0,2.0,2.0,0.0,4.0,4.0,2.0
apache.camel.converter.jaxb.StringHeader,4.0,6.0,3.0,0.0,4.0,11.0,0.0
apache.camel.builder.xml.StringResultHandler,2.0,3.0,2.0,0.0,6.0,8.0,0.0
apache.camel.builder.xml.StringResultHandlerFactory,1.0,2.0,2.0,0.0,4.0,4.0,1.0
apache.camel.converter.jaxp.StringSource,4.0,7.0,2.0,0.0,10.0,18.0,2.0
apache.camel.bam.model.TemporalEntity,9.0,7.0,3.0,1.0,2.0,8.0,0.0
apache.camel.bam.rules.TemporalRule,15.0,15.0,3.0,0.0,22.0,53.0,0.0
apache.camel.processor.ThreadProcessor,24.0,26.0,2.0,0.0,14.0,46.0,1.0
apache.camel.processor.Throttler,17.0,10.0,5.0,0.0,4.0,20.0,0.0
apache.camel.util.Time,11.0,15.0,2.0,0.0,4.0,23.0,0.0
apache.camel.bam.TimeExpression,9.0,10.0,2.0,0.0,7.0,20.0,0.0
apache.camel.processor.resequencer.Timeout,6.0,7.0,2.0,0.0,7.0,17.0,0.0
apache.camel.component.timer.TimerComponent,12.0,4.0,4.0,0.0,10.0,22.0,0.0
apache.camel.component.timer.TimerConsumer,12.0,6.0,4.0,0.0,13.0,33.0,1.0
apache.camel.component.timer.TimerEndpoint,30.0,17.0,3.0,0.0,7.0,26.0,1.0
apache.camel.impl.converter.ToStringTypeConverter,1.0,2.0,2.0,0.0,4.0,5.0,0.0
apache.camel.processor.loadbalancer.TopicLoadBalancer,4.0,3.0,3.0,0.0,7.0,11.0,2.0
apache.camel.spring.spi.TransactionInterceptor,9.0,6.0,4.0,0.0,8.0,19.0,0.0
apache.camel.processor.TryProcessor,8.0,8.0,3.0,0.0,16.0,30.0,9.0
apache.camel.util.URISupport,12.0,15.0,2.0,0.0,16.0,66.0,1.0
apache.camel.processor.UnitOfWorkProcessor,10.0,2.0,4.0,0.0,6.0,8.0,1.0
apache.camel.processor.UnmarshalProcessor,1.0,2.0,2.0,0.0,9.0,9.0,0.0
apache.camel.util.UnsafeUriCharactersEncoder,1.0,4.0,2.0,0.0,8.0,16.0,1.0
apache.camel.component.cxf.util.UriUtils,0.0,3.0,2.0,0.0,8.0,16.0,0.0
apache.camel.processor.aggregate.UseLatestAggregationStrategy,1.0,2.0,2.0,0.0,3.0,3.0,1.0
apache.camel.util.UuidGenerator,3.0,6.0,2.0,0.0,14.0,27.0,2.0
apache.camel.processor.validation.ValidatingProcessor,15.0,19.0,2.0,1.0,18.0,43.0,0.0
apache.camel.ValidationException,1.0,1.0,4.0,2.0,2.0,2.0,0.0
apache.camel.component.validator.ValidatorComponent,13.0,3.0,5.0,0.0,7.0,16.0,0.0
apache.camel.builder.ValueBuilder,23.0,26.0,2.0,0.0,6.0,52.0,0.0
apache.camel.component.velocity.VelocityComponent,13.0,4.0,4.0,0.0,5.0,7.0,0.0
apache.camel.component.velocity.VelocityEndpoint,25.0,6.0,7.0,0.0,15.0,23.0,0.0
apache.camel.component.vm.VmComponent,12.0,6.0,5.0,0.0,10.0,24.0,4.0
apache.camel.model.dataformat.XMLBeansDataFormat,3.0,3.0,3.0,0.0,2.0,4.0,0.0
apache.camel.component.cxf.interceptors.XMLMessageInInterceptor,1.0,11.0,3.0,0.0,29.0,57.0,0.0
apache.camel.component.cxf.interceptors.XMLMessageOutInterceptor,2.0,6.0,3.0,0.0,24.0,41.0,0.0
apache.camel.component.bean.XPathAnnotationExpressionFactory,0.0,2.0,3.0,0.0,5.0,9.0,2.0
apache.camel.builder.xml.XPathBuilder,37.0,45.0,2.0,0.0,29.0,100.0,2.0
apache.camel.model.language.XPathExpression,11.0,3.0,3.0,0.0,2.0,5.0,1.0
apache.camel.builder.xml.XPathLanguage,4.0,6.0,2.0,0.0,4.0,10.0,1.0
apache.camel.model.language.XQueryExpression,11.0,3.0,3.0,0.0,2.0,5.0,2.0
apache.camel.converter.jaxp.XmlConverter,45.0,48.0,2.0,0.0,36.0,136.0,3.0
apache.camel.view.XmlGraphGenerator,3.0,8.0,3.0,0.0,16.0,39.0,0.0
apache.camel.component.xmpp.XmppBinding,2.0,4.0,2.0,0.0,10.0,19.0,0.0
apache.camel.component.xmpp.XmppComponent,12.0,4.0,4.0,0.0,6.0,20.0,0.0
apache.camel.component.xmpp.XmppConsumer,13.0,5.0,4.0,0.0,13.0,29.0,0.0
apache.camel.component.xmpp.XmppEndpoint,45.0,34.0,3.0,0.0,17.0,66.0,0.0
apache.camel.component.xmpp.XmppExchange,28.0,13.0,3.0,0.0,3.0,31.0,0.0
apache.camel.component.xmpp.XmppGroupChatProducer,14.0,8.0,4.0,0.0,14.0,30.0,0.0
apache.camel.component.xmpp.XmppMessage,14.0,11.0,4.0,0.0,10.0,33.0,0.0
apache.camel.component.xmpp.XmppPrivateChatProducer,14.0,8.0,4.0,0.0,16.0,33.0,0.0
apache.camel.builder.xml.XsltBuilder,20.0,25.0,2.0,0.0,31.0,77.0,3.0
