Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
File,org.apache.xalan.templates.ElemWhen,1,1,1,1,10,0,4,5,1,0,0,7,7,1,7,0,0,1,6,161,11,37,13,11,113,12,22,12,10,2,2,2,3.05,9,9,9,7,1,1.0
File,org.apache.xalan.templates.ElemWithParam,1,1,1,1,15,1,8,6,1,0,0,10,10,4,10,0,0,1,9,279,30,98,30,40,151,40,59,29,30,4,4,5,1.54,17,17,19,10,3,2.0
File,org.apache.xalan.templates.FuncDocument,6,6,7,1,55,6,32,17,1,0,0,7,7,0,7,1,0,1,5,498,57,252,71,141,195,99,137,64,73,21,21,24,0.77,43,43,52,13,5,2.0
File,org.apache.xalan.templates.FuncFormatNumb,3,3,3,1,35,5,19,11,1,0,0,4,4,0,4,0,0,1,3,224,29,93,31,48,105,46,60,29,31,9,9,9,1.13,13,13,14,4,4,2.0
File,org.apache.xalan.templates.FuncKey,9,9,9,5,103,17,66,21,1,0,1,1,1,0,1,0,0,0,1,186,22,83,37,48,82,49,59,36,23,9,9,9,0.99,9,9,9,5,3,1.0
File,org.apache.xalan.templates.KeyDeclaration,1,1,1,1,12,0,4,7,1,0,0,9,9,3,9,0,0,0,9,211,15,52,18,16,144,19,31,17,14,3,3,3,2.77,11,11,11,9,1,2.0
File,org.apache.xalan.templates.NamespaceAlias,1,1,1,1,9,0,4,5,1,0,0,10,10,4,10,0,0,0,10,194,16,49,16,11,129,16,27,16,11,1,1,1,2.63,10,10,10,10,0,0.0
File,org.apache.xalan.templates.OutputProperties,1,1,1,1,16,0,7,8,1,2,0,32,30,0,32,0,0,0,32,671,67,248,68,102,357,89,140,65,75,9,9,9,1.44,54,54,57,36,5,2.0
File,org.apache.xalan.templates.RedundentExprEliminator,4,3,4,2,30,1,20,8,2,2,5,43,41,8,43,7,2,27,7,1473,129,909,248,527,438,423,589,223,366,16,16,17,0.48,175,169,192,94,5,0.0
File,org.apache.xalan.templates.Stylesheet,2,2,2,1,16,1,7,7,1,0,1,73,73,22,73,0,2,1,70,1529,208,575,132,232,747,221,358,139,219,18,18,18,1.3,152,152,155,88,3,2.0
File,org.apache.xalan.templates.StylesheetComposed,2,2,2,1,24,3,11,9,1,0,0,11,11,4,11,2,0,0,9,384,55,138,31,66,191,75,106,40,66,11,11,11,1.38,31,31,31,11,2,0.0
File,org.apache.xalan.templates.StylesheetRoot,1,1,1,1,17,1,8,7,2,0,0,60,60,22,60,21,3,1,35,1322,184,539,155,236,604,234,337,148,189,8,8,10,1.12,104,104,107,69,3,1.0
File,org.apache.xalan.templates.TemplateList,5,4,5,2,37,3,24,10,2,0,1,21,21,10,21,1,10,0,10,950,105,557,118,315,299,209,303,92,211,18,18,20,0.54,114,94,121,52,5,2.0
File,org.apache.xalan.templates.TemplateSubPatternAssociation,1,1,1,1,11,0,4,6,1,0,0,15,15,6,15,2,1,0,12,284,31,87,33,25,166,35,51,31,20,1,1,5,1.91,15,15,20,15,0,0.0
File,org.apache.xalan.templates.VarNameCollector,1,1,1,1,9,0,4,5,1,0,0,4,4,1,4,1,0,0,3,116,9,27,12,6,81,12,17,12,5,1,1,1,3.0,4,4,4,4,0,0.0
File,org.apache.xalan.templates.WhiteSpaceInfo,1,1,1,1,12,0,4,7,1,0,0,4,4,1,4,0,0,0,4,127,12,24,8,6,91,9,14,8,6,1,1,1,3.79,4,4,4,4,0,0.0
File,org.apache.xalan.templates.XMLNSDecl,1,1,1,1,10,0,4,5,1,0,0,4,4,3,4,0,0,0,4,122,9,26,10,6,88,10,15,9,6,1,1,1,3.38,4,4,4,4,0,0.0
File,org.apache.xalan.templates.XSLTVisitable,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,76,2,5,3,0,69,2,3,3,0,0,0,0,13.8,0,0,0,0,0,0.0
File,org.apache.xalan.templates.XSLTVisitor,1,1,1,1,10,0,4,6,1,0,0,8,8,0,8,8,0,0,0,164,14,37,11,8,113,10,19,11,8,1,1,1,3.05,8,8,8,8,0,0.0
File,org.apache.xalan.templates.XUnresolvedVariable,1,1,1,1,19,1,9,9,1,0,0,6,6,6,6,0,0,0,6,222,22,69,26,29,131,32,43,23,20,4,4,4,1.9,9,9,9,6,2,0.0
File,org.apache.xalan.templates.XUnresolvedVariableSimple,1,1,1,1,9,0,4,5,1,0,0,4,4,0,4,0,0,0,4,119,10,26,11,7,83,11,16,11,5,1,1,1,3.19,4,4,4,4,0,0.0
File,org.apache.xalan.trace.EndSelectionEvent,1,1,1,1,19,1,6,12,1,0,0,1,1,0,1,0,0,0,1,93,5,15,10,1,73,7,9,8,1,1,1,1,4.87,1,1,1,1,0,1.0
File,org.apache.xalan.trace.GenerateEvent,1,1,1,1,15,0,7,7,1,0,0,5,5,8,5,0,0,0,5,202,20,50,20,18,132,29,35,17,18,1,1,1,2.64,5,5,5,5,0,1.0
File,org.apache.xalan.trace.PrintTraceListener,5,3,5,1,40,3,27,9,1,0,0,7,7,6,7,0,0,0,7,398,44,209,42,144,146,85,112,39,73,12,12,12,0.7,36,26,37,10,4,1.0
File,org.apache.xalan.trace.SelectionEvent,1,1,1,1,24,1,11,12,1,0,0,1,1,6,1,0,0,0,1,127,11,26,16,6,90,18,20,14,6,1,1,1,3.46,1,1,1,1,0,1.0
File,org.apache.xalan.trace.TraceListener,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,94,5,7,5,0,82,4,5,5,0,0,0,0,11.71,0,0,0,0,0,1.0
File,org.apache.xalan.trace.TraceListenerEx,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,76,3,5,3,0,68,2,3,3,0,0,0,0,13.6,0,0,0,0,0,1.0
File,org.apache.xalan.trace.TraceListenerEx2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,72,1,5,3,0,66,2,3,3,0,0,0,0,13.2,0,0,0,0,0,1.0
File,org.apache.xalan.trace.TraceManager,2,2,2,1,19,2,10,7,1,0,0,13,13,2,13,0,0,0,13,355,48,153,53,61,156,52,85,45,40,4,4,4,1.02,32,32,32,13,3,0.0
File,org.apache.xalan.trace.TracerEvent,3,3,3,1,35,5,20,10,1,2,0,3,1,4,3,0,0,0,3,205,25,77,24,32,103,34,46,23,23,5,5,5,1.34,11,11,11,3,3,1.0
File,org.apache.xalan.transformer.ClonerToResultTree,14,5,14,1,91,2,62,28,1,1,0,1,0,0,1,0,0,0,1,248,7,71,14,44,171,33,39,11,28,14,5,14,2.41,14,5,14,1,3,1.0
File,org.apache.xalan.transformer.Counter,2,2,2,2,25,3,9,12,1,0,1,3,3,5,3,3,0,0,0,193,24,43,20,18,126,26,33,21,12,4,4,4,2.93,7,7,7,6,2,1.0
File,org.apache.xalan.transformer.CountersTable,3,3,3,2,30,5,14,11,1,0,0,5,5,2,5,3,0,0,2,243,37,84,28,44,123,48,63,30,33,10,10,11,1.46,16,16,17,12,6,1.0
File,org.apache.xalan.transformer.DecimalToRoman,1,1,1,1,20,1,8,11,1,0,0,1,1,4,1,0,0,0,1,98,7,16,8,4,75,9,11,7,4,1,1,1,4.69,1,1,1,1,0,1.0
File,org.apache.xalan.transformer.KeyIterator,2,2,2,2,24,2,11,10,1,0,0,4,4,2,4,1,0,0,3,192,22,63,27,29,108,35,45,28,17,6,6,6,1.71,9,9,9,8,3,1.0
File,org.apache.xalan.transformer.KeyManager,8,8,11,6,71,11,47,15,1,0,0,1,1,1,1,0,0,0,1,151,16,59,20,26,78,25,34,18,16,8,8,11,1.32,8,8,11,6,5,0.0
File,org.apache.xalan.transformer.KeyRefIterator,4,4,5,4,38,4,23,10,1,0,0,3,3,4,3,0,0,1,2,205,24,89,34,46,93,49,64,35,29,10,10,11,1.04,14,14,15,12,5,1.0
File,org.apache.xalan.transformer.KeyTable,2,2,2,1,20,1,13,6,2,0,0,9,9,4,9,1,3,0,5,295,28,137,46,60,131,63,85,46,39,6,6,6,0.96,21,21,21,11,5,1.0
File,org.apache.xalan.transformer.MsgMgr,1,1,1,1,19,0,6,12,1,0,0,12,12,1,12,0,0,0,12,351,31,88,31,34,232,31,49,27,22,3,3,3,2.64,17,17,17,12,2,1.0
File,org.apache.xalan.transformer.NodeSortKey,4,4,5,1,69,8,33,29,1,0,0,1,1,8,1,1,0,0,0,165,20,49,19,18,98,25,30,15,15,4,4,5,2.0,4,4,5,1,2,1.0
File,org.apache.xalan.transformer.NodeSorter,9,9,9,1,79,12,45,23,2,0,0,5,5,6,5,3,0,0,2,610,90,246,59,135,280,108,150,51,99,22,22,23,1.14,46,46,47,5,4,2.0
File,org.apache.xalan.transformer.NumeratorFormatter,3,3,3,1,30,3,14,12,2,0,2,8,8,8,8,7,0,1,0,375,51,146,47,75,184,55,77,35,42,7,7,7,1.26,24,24,31,10,4,1.0
File,org.apache.xalan.transformer.QueuedEvents,1,1,1,1,10,0,5,4,1,0,0,6,6,12,6,4,0,1,1,204,29,50,22,22,125,29,36,22,14,1,1,1,2.5,6,6,6,6,0,0.0
File,org.apache.xalan.transformer.ResultNameSpace,1,1,1,1,12,0,5,7,1,0,0,1,1,3,1,0,0,0,1,89,5,12,6,3,73,6,8,6,2,1,1,1,6.08,1,1,1,1,0,1.0
File,org.apache.xalan.transformer.SerializerSwitcher,5,5,6,2,52,7,27,18,1,3,0,3,0,0,3,0,1,0,2,241,31,95,38,47,115,41,57,31,26,8,8,10,1.21,15,15,19,8,5,0.0
File,org.apache.xalan.transformer.StackGuard,3,3,3,2,21,1,10,10,1,0,1,6,6,1,6,0,1,0,5,224,21,75,27,34,129,36,53,29,24,8,8,8,1.72,18,18,18,13,3,0.0
File,org.apache.xalan.transformer.TrAXFilter,2,2,3,1,23,1,12,9,1,0,0,8,8,2,8,0,1,0,7,275,26,122,38,61,130,54,75,33,42,11,11,11,1.07,23,23,24,8,2,1.0
File,org.apache.xalan.transformer.TransformSnapshot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,2,4,2,0,63,1,2,2,0,0,0,0,15.75,0,0,0,0,0,0.0
File,org.apache.xalan.transformer.TransformSnapshotImpl,4,4,4,1,56,9,35,11,1,0,0,2,2,14,2,2,0,0,0,285,39,102,35,53,144,60,70,35,35,5,5,5,1.41,9,9,9,2,2,0.0
File,org.apache.xalan.transformer.TransformState,0,0,0,0,0,0,0,0,1,0,0,7,7,0,7,7,0,0,0,164,14,17,15,0,133,14,15,15,0,0,0,0,7.82,0,0,0,0,0,0.0
File,org.apache.xalan.transformer.TransformerClient,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,79,2,5,3,0,72,2,3,3,0,0,0,0,14.4,0,0,0,0,0,0.0
File,org.apache.xalan.transformer.TransformerHandlerImpl,3,3,3,1,25,2,12,11,1,0,1,35,35,12,35,0,0,2,33,1099,140,471,102,214,494,147,253,82,171,7,7,8,1.05,105,105,106,35,3,0.0
File,org.apache.xalan.transformer.TransformerIdentityImpl,2,2,2,1,28,1,12,13,1,0,0,43,43,14,43,0,1,1,41,1447,145,618,156,283,697,216,338,126,212,30,30,30,1.13,126,126,127,45,6,4.0
File,org.apache.xalan.transformer.TransformerImpl,2,2,2,1,23,2,12,9,1,1,1,129,128,38,129,2,4,1,122,3537,469,1670,440,833,1422,654,940,392,548,22,18,23,0.85,295,288,310,155,5,9.0
File,org.apache.xalan.transformer.TreeWalker2Result,2,2,2,1,26,2,16,7,1,0,0,4,4,3,4,0,0,2,2,191,19,77,21,34,95,36,47,22,25,6,6,6,1.23,10,10,10,4,4,1.0
File,org.apache.xalan.transformer.XSLInfiniteLoopException,1,1,1,1,9,0,4,5,1,0,0,2,2,0,2,1,0,0,1,85,3,12,4,2,70,3,6,4,2,1,1,1,5.83,2,2,2,2,0,1.0
File,org.apache.xalan.transformer.XalanProperties,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70,2,6,4,1,63,2,3,3,0,0,0,0,10.5,0,0,0,0,0,0.0
File,org.apache.xalan.transformer.XalanTransformState,1,1,1,1,9,0,6,3,1,0,0,9,9,10,9,0,0,0,9,183,15,82,34,49,86,44,61,33,28,2,2,3,1.05,16,16,17,9,1,0.0
File,org.apache.xalan.xslt.EnvironmentCheck,3,3,3,1,39,2,20,16,1,1,0,5,4,0,5,1,0,1,3,345,24,123,31,61,199,59,71,27,44,5,5,5,1.62,17,17,17,5,4,1.0
File,org.apache.xalan.xslt.Process,24,24,27,1,175,19,138,26,1,6,0,6,0,0,6,1,3,1,1,1169,125,874,126,546,218,324,463,119,344,140,140,158,0.25,147,147,165,6,7,2.0
File,org.apache.xalan.xsltc.CollatorFactory,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,73,4,7,6,0,62,5,6,6,0,0,0,0,8.86,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.DOM,0,0,0,0,0,0,0,0,1,0,8,43,43,0,43,0,0,0,43,142,11,65,64,8,66,57,58,58,0,0,0,0,1.02,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.DOMCache,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,90,5,4,3,0,81,2,3,3,0,0,0,0,20.25,0,0,0,0,0,1.0
File,org.apache.xalan.xsltc.NodeIterator,0,0,0,0,0,0,0,0,1,0,1,10,10,0,10,0,0,0,10,122,14,15,14,1,93,13,14,14,0,0,0,0,6.2,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.ProcessorVersion,2,2,2,1,4,0,4,0,1,1,3,1,0,0,1,0,0,0,1,88,4,10,6,5,74,5,7,6,1,2,2,2,7.4,2,2,2,1,0,0.0
File,org.apache.xalan.xsltc.StripFilter,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,69,3,4,3,0,62,2,3,3,0,0,0,0,15.5,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.Translet,0,0,0,0,0,0,0,0,1,0,0,9,9,0,9,0,0,0,9,88,6,20,19,0,62,12,13,13,0,0,0,0,3.1,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.TransletException,1,1,1,1,3,0,3,0,1,0,0,3,3,0,3,0,0,0,3,82,6,13,6,3,63,5,9,6,3,1,1,1,4.85,3,3,3,3,0,0.0
File,org.apache.xalan.xsltc.cmdline.Compile,14,9,14,1,56,2,48,6,1,2,4,2,0,0,2,0,0,0,2,205,15,111,28,83,81,68,86,28,58,26,16,26,0.73,29,19,29,2,4,0.0
File,org.apache.xalan.xsltc.cmdline.Transform,6,6,6,1,26,1,22,2,1,2,1,9,7,9,9,0,3,0,6,348,32,234,71,154,82,137,187,69,118,32,32,32,0.35,56,56,57,9,5,0.0
File,org.apache.xalan.xsltc.cmdline.getopt.GetOpt,2,2,2,1,13,0,9,4,3,0,0,13,13,8,13,0,0,0,13,297,19,144,55,90,144,84,117,57,60,10,10,13,1.0,32,32,36,20,4,0.0
File,org.apache.xalan.xsltc.cmdline.getopt.GetOptsException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,68,2,6,3,1,60,2,4,3,1,1,1,1,10.0,1,1,1,1,0,0.0
File,org.apache.xalan.xsltc.cmdline.getopt.IllegalArgumentException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,68,3,6,3,1,59,2,4,3,1,1,1,1,9.83,1,1,1,1,0,0.0
File,org.apache.xalan.xsltc.cmdline.getopt.MissingOptArgException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,69,3,6,3,1,60,2,4,3,1,1,1,1,10.0,1,1,1,1,0,0.0
File,org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,1,1,1,1,8,0,7,0,1,0,0,7,7,1,7,0,0,0,7,144,12,67,27,33,67,32,45,25,20,3,3,3,1.0,13,13,13,7,2,0.0
File,org.apache.xalan.xsltc.compiler.AbsolutePathPattern,2,2,2,1,10,0,9,0,1,0,0,8,8,1,8,0,0,0,8,178,17,94,39,49,69,54,70,36,34,6,6,6,0.73,18,18,18,8,2,0.0
File,org.apache.xalan.xsltc.compiler.AlternativePattern,1,1,1,1,6,0,5,0,1,0,0,8,8,2,8,0,0,0,8,138,15,54,23,26,69,34,44,23,21,2,2,2,1.28,9,9,9,8,1,0.0
File,org.apache.xalan.xsltc.compiler.AncestorPattern,1,1,2,1,12,1,10,1,1,0,0,10,10,3,10,0,0,0,10,220,26,121,44,64,75,69,88,40,48,6,6,8,0.62,18,18,20,10,2,0.0
File,org.apache.xalan.xsltc.compiler.ApplyImports,2,2,2,1,18,1,12,5,1,0,0,6,6,3,6,0,1,0,5,203,21,92,44,58,92,62,77,42,35,8,8,9,1.0,14,14,15,6,4,0.0
File,org.apache.xalan.xsltc.compiler.ApplyTemplates,4,4,5,1,29,2,23,3,1,0,0,5,5,4,5,0,0,0,5,240,22,140,49,91,81,81,102,45,57,10,10,14,0.58,20,20,26,7,3,1.0
File,org.apache.xalan.xsltc.compiler.ArgumentList,1,1,1,1,4,0,4,0,1,0,0,2,2,2,2,0,0,0,2,80,4,14,6,5,62,6,9,6,3,2,2,2,4.43,3,3,3,2,0,0.0
File,org.apache.xalan.xsltc.compiler.Attribute,1,1,1,1,5,0,4,1,1,0,0,2,2,1,2,0,0,0,2,83,5,14,6,5,64,8,11,6,5,1,1,1,4.57,2,2,2,2,0,0.0
File,org.apache.xalan.xsltc.compiler.AttributeSet,2,2,3,1,19,2,12,5,1,0,1,7,7,5,7,0,0,0,7,235,28,105,45,62,102,69,90,44,46,6,6,7,0.97,20,20,21,7,2,2.0
File,org.apache.xalan.xsltc.compiler.AttributeValue,3,3,3,1,17,1,16,0,1,1,0,1,0,0,1,0,0,0,1,86,5,19,5,9,62,8,12,4,8,3,3,3,3.26,3,3,3,1,1,0.0
File,org.apache.xalan.xsltc.compiler.AttributeValueTemplate,3,3,4,1,20,1,17,1,1,0,0,6,6,0,6,0,1,0,5,211,20,121,45,73,70,67,87,41,46,8,8,12,0.58,21,21,25,6,2,1.0
File,org.apache.xalan.xsltc.compiler.BinOpExpr,2,2,2,1,11,0,10,0,1,0,6,6,6,3,6,0,0,0,6,161,13,82,33,52,66,50,63,30,33,6,4,6,0.8,16,12,16,8,2,0.0
File,org.apache.xalan.xsltc.compiler.BooleanCall,1,1,1,1,5,0,5,0,1,0,0,3,3,1,3,0,0,0,3,95,8,25,12,10,62,15,20,12,8,2,2,2,2.48,4,4,4,3,1,0.0
File,org.apache.xalan.xsltc.compiler.BooleanExpr,1,1,1,1,4,0,4,0,1,0,0,7,7,1,7,0,0,0,7,119,10,43,22,14,67,22,31,21,10,2,2,2,1.56,9,9,9,7,1,0.0
File,org.apache.xalan.xsltc.compiler.CallTemplate,1,1,2,1,15,1,11,2,1,0,0,5,5,1,5,0,0,0,5,162,14,72,28,45,76,41,50,26,24,3,3,5,1.06,8,8,10,5,1,4.0
File,org.apache.xalan.xsltc.compiler.CastExpr,2,2,2,1,13,0,10,2,1,0,1,8,8,2,8,0,0,0,8,275,28,160,39,109,90,110,130,36,94,5,5,5,0.56,19,19,21,8,4,0.0
File,org.apache.xalan.xsltc.compiler.CeilingCall,1,1,1,1,5,0,5,0,1,0,0,2,2,0,2,0,0,0,2,86,5,19,12,6,62,12,15,12,3,1,1,1,3.26,2,2,2,2,0,0.0
File,org.apache.xalan.xsltc.compiler.Choose,8,8,9,1,59,6,42,11,1,0,0,2,2,0,2,0,0,0,2,204,19,100,35,64,85,60,78,35,43,16,16,17,0.85,17,17,18,2,4,0.0
File,org.apache.xalan.xsltc.compiler.Closure,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,88,6,7,6,0,75,5,6,6,0,0,0,0,10.71,0,0,0,0,0,0.0
File,org.apache.xalan.xsltc.compiler.Comment,1,1,1,1,13,1,9,2,1,0,0,3,3,0,3,0,0,0,3,120,10,41,18,22,70,26,30,17,13,1,1,1,1.71,3,3,3,3,0,0.0
File,org.apache.xalan.xsltc.compiler.CompilerException,1,1,1,1,4,0,4,0,1,0,0,4,4,1,4,0,0,0,4,91,8,22,8,10,61,10,16,8,8,2,2,2,2.77,5,5,5,4,1,0.0
File,org.apache.xalan.xsltc.compiler.ConcatCall,2,2,2,1,16,1,14,0,1,0,0,3,3,0,3,0,0,0,3,133,11,59,27,33,63,37,45,26,19,4,3,4,1.07,8,7,8,3,2,0.0
File,org.apache.xalan.xsltc.compiler.Constants,0,0,0,0,0,0,0,0,1,0,198,0,0,5,0,0,0,0,0,514,41,399,398,203,82,205,206,206,0,0,0,0,0.21,0,0,0,0,0,1.0
File,org.apache.xalan.xsltc.compiler.ContainsCall,1,1,1,1,11,0,7,3,1,0,0,5,5,2,5,0,0,0,5,145,14,50,24,25,81,31,40,23,17,4,4,4,1.62,8,8,8,5,1,0.0
File,org.apache.xalan.xsltc.compiler.Copy,2,2,2,1,23,1,18,3,1,0,0,4,4,1,4,0,0,0,4,184,14,95,40,58,75,63,72,37,35,3,3,4,0.79,8,8,9,4,2,1.0
File,org.apache.xalan.xsltc.compiler.CopyOf,2,2,3,1,22,2,19,1,1,0,0,4,4,1,4,0,0,0,4,179,15,97,34,62,69,60,71,33,38,5,5,5,0.71,10,10,13,4,1,0.0
File,org.apache.xalan.xsltc.compiler.CurrentCall,1,1,1,1,3,0,3,0,1,0,0,2,2,0,2,0,0,0,2,77,4,11,6,2,62,5,8,6,2,1,1,1,5.64,2,2,2,2,0,0.0
File,org.apache.xalan.xsltc.compiler.DecimalFormatting,5,5,5,1,49,4,36,8,1,1,2,4,3,1,4,0,0,0,4,286,28,162,49,120,96,91,112,41,71,15,15,17,0.59,20,20,22,4,2,1.0
File,org.apache.xalan.xsltc.compiler.DocumentCall,4,4,5,1,40,3,25,11,1,0,0,3,3,3,3,0,0,0,3,210,20,95,39,61,95,54,69,34,35,9,9,11,1.0,14,14,16,3,3,0.0
File,org.apache.xalan.xsltc.compiler.ElementAvailableCall,1,1,1,1,9,0,6,3,1,0,0,5,5,0,5,0,0,0,5,131,9,44,24,20,78,23,31,22,9,3,3,3,1.77,9,9,9,5,1,0.0
File,org.apache.xalan.xsltc.compiler.EqualityExpr,4,4,5,1,23,2,20,2,1,0,0,12,12,3,12,0,1,0,11,396,41,273,62,179,90,145,194,57,137,17,17,26,0.33,52,52,64,23,3,0.0
File,org.apache.xalan.xsltc.compiler.Expression,1,1,1,1,9,0,6,2,1,0,0,17,17,4,17,0,0,0,17,270,29,123,58,57,122,67,93,53,40,6,6,6,0.99,25,25,25,21,3,1.0
File,org.apache.xalan.xsltc.compiler.Fallback,1,1,1,1,7,0,4,2,1,0,0,5,5,1,5,0,0,0,5,117,10,32,16,11,75,16,25,16,9,2,2,2,2.34,8,8,8,5,1,0.0
File,org.apache.xalan.xsltc.compiler.FilterExpr,2,2,2,1,17,0,14,2,1,0,0,7,7,2,7,0,0,1,6,213,17,116,41,71,83,64,81,38,43,4,4,4,0.72,16,16,16,7,2,1.0
File,org.apache.xalan.xsltc.compiler.FilterParentPath,2,2,2,1,14,1,10,2,1,0,0,6,6,3,6,0,0,0,6,177,16,84,34,47,77,46,59,31,28,5,5,5,0.92,12,12,13,6,2,0.0
File,org.apache.xalan.xsltc.compiler.FilteredAbsoluteLocationPath,1,1,1,1,8,0,7,0,1,0,0,7,7,1,7,0,0,0,7,143,12,67,27,33,66,32,45,25,20,3,3,3,0.99,13,13,13,7,2,0.0
File,org.apache.xalan.xsltc.compiler.FloorCall,1,1,1,1,5,0,5,0,1,0,0,2,2,0,2,0,0,0,2,84,5,17,8,6,62,8,11,8,3,1,1,1,3.65,2,2,2,2,0,0.0
File,org.apache.xalan.xsltc.compiler.FlowList,2,2,2,1,10,0,9,1,1,0,0,7,7,1,7,0,0,0,7,155,14,72,26,36,70,38,56,28,28,5,5,5,0.97,17,17,17,7,3,0.0
File,org.apache.xalan.xsltc.compiler.ForEach,3,3,4,1,28,3,19,6,1,0,0,5,5,2,5,0,0,0,5,240,28,119,40,70,93,77,95,40,55,8,8,10,0.78,17,17,21,7,2,0.0
File,org.apache.xalan.xsltc.compiler.FormatNumberCall,3,3,3,1,21,2,18,0,1,0,0,3,3,4,3,0,0,0,3,152,13,75,31,43,64,43,54,29,25,6,6,6,0.85,11,11,11,3,2,0.0
File,org.apache.xalan.xsltc.compiler.ForwardPositionExpr,1,1,1,1,5,0,5,0,1,0,0,5,5,1,5,0,0,0,5,109,10,38,20,15,61,23,30,19,11,2,2,2,1.61,6,6,6,5,1,0.0
File,org.apache.xalan.xsltc.compiler.FunctionAvailableCall,3,3,4,2,20,1,13,4,1,0,0,7,7,4,7,0,2,0,5,235,24,115,40,69,96,59,82,40,42,10,10,14,0.83,23,23,29,14,4,0.0
File,org.apache.xalan.xsltc.compiler.FunctionCall,4,4,5,2,27,2,21,3,2,4,19,28,24,18,28,3,3,5,17,1079,140,747,214,515,207,444,576,212,364,24,24,31,0.28,134,134,153,66,5,1.0
File,org.apache.xalan.xsltc.compiler.GenerateIdCall,1,1,1,1,8,0,8,1,1,0,0,2,2,0,2,0,0,0,2,93,5,25,12,10,64,13,17,12,5,2,2,2,2.56,3,3,3,2,1,0.0
File,org.apache.xalan.xsltc.compiler.IdKeyPattern,1,1,1,1,9,0,7,1,1,0,0,9,9,3,9,0,0,0,9,176,21,83,36,47,72,50,59,31,28,2,2,2,0.87,10,10,10,9,1,0.0
File,org.apache.xalan.xsltc.compiler.IdPattern,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,73,5,6,3,1,62,2,4,3,1,1,1,1,10.33,1,1,1,1,0,0.0
File,org.apache.xalan.xsltc.compiler.If,2,2,2,1,15,0,9,5,1,0,0,4,4,2,4,0,0,0,4,148,11,53,20,27,84,33,43,20,23,3,3,4,1.58,9,9,10,4,1,0.0
File,org.apache.xalan.xsltc.compiler.IllegalCharException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,70,2,6,3,1,62,2,4,3,1,1,1,1,10.33,1,1,1,1,0,0.0
File,org.apache.xalan.xsltc.compiler.Import,4,4,4,2,24,2,21,0,1,0,0,4,4,1,4,0,0,0,4,184,19,98,36,61,67,58,75,34,41,13,13,13,0.68,16,16,16,9,4,2.0
File,org.apache.xalan.xsltc.compiler.Include,5,5,5,3,33,2,28,1,1,0,0,4,4,1,4,0,0,0,4,221,21,130,45,81,70,71,90,39,51,17,17,18,0.54,20,20,21,14,4,2.0
File,org.apache.xalan.xsltc.compiler.Instruction,1,1,1,1,7,0,4,3,1,0,0,2,2,0,2,0,0,0,2,88,4,16,11,4,68,9,12,10,2,1,1,1,4.25,2,2,2,2,0,0.0
File,org.apache.xalan.xsltc.compiler.IntExpr,1,1,1,1,3,0,3,0,1,0,0,4,4,1,4,0,0,0,4,94,7,25,16,6,62,15,20,16,4,1,1,1,2.48,4,4,4,4,0,0.0
File,org.apache.xalan.xsltc.compiler.Key,2,2,2,1,44,7,28,9,1,0,0,5,5,4,5,0,0,0,5,336,48,170,63,120,120,125,136,53,83,4,4,4,0.71,10,10,11,8,1,1.0
