Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.tools.ant.types.resources.comparators.Type,3,4.0,0.0,1.0,36.0,0.0,0.0
apache.tools.ant.types.resources.selectors.And,5,4.0,0.0,1.0,41.0,3.0,0.0
apache.tools.ant.types.resources.selectors.Compare,19,3.0,0.0,10.0,38.0,5.0,0.0
apache.tools.ant.types.resources.selectors.Date,18,1.0,0.0,4.0,11.0,11.0,1.0
apache.tools.ant.types.resources.selectors.Exists,1,1.0,0.0,1.0,1.0,1.0,0.0
apache.tools.ant.types.resources.selectors.InstanceOf,14,1.0,0.0,6.0,8.0,8.0,0.0
apache.tools.ant.types.resources.selectors.Majority,8,4.0,0.0,1.0,42.0,4.0,0.0
apache.tools.ant.types.resources.selectors.Name,7,1.0,0.0,2.0,5.0,5.0,0.0
apache.tools.ant.types.resources.selectors.None,4,4.0,0.0,1.0,41.0,3.0,0.0
apache.tools.ant.types.resources.selectors.Not,5,1.0,0.0,1.0,4.0,4.0,0.0
apache.tools.ant.types.resources.selectors.Or,5,4.0,0.0,1.0,41.0,3.0,0.0
apache.tools.ant.types.resources.selectors.ResourceSelectorContainer,17,3.0,5.0,3.0,38.0,6.0,0.0
apache.tools.ant.types.resources.selectors.Size,6,1.0,0.0,2.0,5.0,5.0,0.0
apache.tools.ant.types.resources.selectors.Type,6,1.0,0.0,4.0,4.0,4.0,0.0
apache.tools.ant.types.selectors.AbstractSelectorContainer,31,3.0,2.0,21.0,57.0,26.0,1.0
apache.tools.ant.types.selectors.AndSelector,6,5.0,0.0,0.0,68.0,3.0,0.0
apache.tools.ant.types.selectors.BaseExtendSelector,3,4.0,8.0,2.0,41.0,3.0,0.0
apache.tools.ant.types.selectors.BaseSelector,9,3.0,6.0,1.0,37.0,6.0,0.0
apache.tools.ant.types.selectors.BaseSelectorContainer,33,4.0,5.0,20.0,65.0,28.0,1.0
apache.tools.ant.types.selectors.ContainsRegexpSelector,19,5.0,0.0,7.0,48.0,7.0,0.0
apache.tools.ant.types.selectors.ContainsSelector,26,5.0,0.0,7.0,50.0,9.0,0.0
apache.tools.ant.types.selectors.DateSelector,31,5.0,0.0,6.0,54.0,13.0,0.0
apache.tools.ant.types.selectors.DependSelector,6,5.0,0.0,1.0,47.0,3.0,0.0
apache.tools.ant.types.selectors.DepthSelector,21,5.0,0.0,2.0,48.0,7.0,0.0
apache.tools.ant.types.selectors.DifferentSelector,9,5.0,0.0,2.0,47.0,2.0,0.0
apache.tools.ant.types.selectors.ExtendSelector,26,4.0,0.0,8.0,47.0,10.0,0.0
apache.tools.ant.types.selectors.FilenameSelector,17,5.0,0.0,3.0,49.0,8.0,0.0
apache.tools.ant.types.selectors.MajoritySelector,9,5.0,0.0,0.0,69.0,4.0,0.0
apache.tools.ant.types.selectors.MappingSelector,12,4.0,2.0,5.0,44.0,6.0,0.0
apache.tools.ant.types.selectors.NoneSelector,6,5.0,1.0,0.0,68.0,3.0,0.0
apache.tools.ant.types.selectors.NotSelector,6,6.0,0.0,0.0,72.0,4.0,0.0
apache.tools.ant.types.selectors.OrSelector,6,5.0,0.0,0.0,68.0,3.0,0.0
apache.tools.ant.types.selectors.PresentSelector,18,4.0,0.0,6.0,44.0,7.0,0.0
apache.tools.ant.types.selectors.SelectSelector,26,5.0,0.0,1.0,78.0,12.0,0.0
apache.tools.ant.types.selectors.SelectorUtils,105,1.0,0.0,2.0,17.0,15.0,1.0
apache.tools.ant.types.selectors.SignedSelector,3,3.0,0.0,1.0,33.0,2.0,0.0
apache.tools.ant.types.selectors.SizeSelector,29,5.0,0.0,5.0,49.0,8.0,0.0
apache.tools.ant.types.selectors.TypeSelector,11,5.0,0.0,3.0,47.0,6.0,0.0
apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,11,1.0,0.0,1.0,5.0,5.0,0.0
apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm,17,1.0,0.0,1.0,6.0,6.0,0.0
apache.tools.ant.types.selectors.modifiedselector.EqualComparator,5,1.0,0.0,0.0,2.0,2.0,0.0
apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm,5,1.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,95,5.0,0.0,21.0,81.0,36.0,2.0
apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache,20,1.0,0.0,0.0,12.0,12.0,0.0
apache.tools.ant.types.spi.Provider,5,2.0,0.0,1.0,13.0,3.0,0.0
apache.tools.ant.types.spi.Service,10,2.0,0.0,2.0,16.0,6.0,0.0
apache.tools.ant.util.Base64Converter,5,1.0,1.0,0.0,2.0,2.0,0.0
apache.tools.ant.util.ChainedMapper,6,2.0,0.0,0.0,8.0,1.0,0.0
apache.tools.ant.util.ClasspathUtils,21,1.0,0.0,8.0,10.0,9.0,0.0
apache.tools.ant.util.CollectionUtils,14,1.0,0.0,1.0,6.0,6.0,4.0
apache.tools.ant.util.CompositeMapper,5,2.0,0.0,0.0,8.0,1.0,0.0
apache.tools.ant.util.ConcatFileInputStream,15,2.0,0.0,4.0,9.0,6.0,0.0
apache.tools.ant.util.ConcatResourceInputStream,19,2.0,0.0,5.0,10.0,7.0,0.0
apache.tools.ant.util.ContainerMapper,9,1.0,2.0,1.0,7.0,6.0,0.0
apache.tools.ant.util.DOMElementWriter,70,1.0,0.0,1.0,16.0,13.0,0.0
apache.tools.ant.util.DOMUtils,6,1.0,0.0,1.0,6.0,6.0,0.0
apache.tools.ant.util.DateUtils,15,1.0,0.0,0.0,10.0,8.0,1.0
apache.tools.ant.util.DeweyDecimal,31,1.0,1.0,0.0,10.0,10.0,0.0
apache.tools.ant.util.FileTokenizer,2,2.0,1.0,1.0,12.0,2.0,0.0
apache.tools.ant.util.FileUtils,140,1.0,0.0,9.0,57.0,56.0,4.0
apache.tools.ant.util.FlatFileNameMapper,3,1.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.util.GlobPatternMapper,13,1.0,2.0,0.0,7.0,5.0,3.0
apache.tools.ant.util.IdentityMapper,3,1.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.util.IdentityStack,12,2.0,0.0,0.0,6.0,6.0,0.0
apache.tools.ant.util.JAXPUtils,23,1.0,0.0,2.0,11.0,8.0,0.0
apache.tools.ant.util.JavaEnvUtils,42,1.0,0.0,2.0,15.0,11.0,0.0
apache.tools.ant.util.KeepAliveInputStream,2,2.0,0.0,0.0,2.0,2.0,0.0
apache.tools.ant.util.KeepAliveOutputStream,2,2.0,0.0,0.0,2.0,2.0,0.0
apache.tools.ant.util.LazyFileOutputStream,15,2.0,0.0,0.0,11.0,10.0,0.0
apache.tools.ant.util.LazyHashtable,10,2.0,0.0,0.0,9.0,8.0,0.0
apache.tools.ant.util.LeadPipeInputStream,17,2.0,0.0,3.0,9.0,9.0,0.0
apache.tools.ant.util.LineOrientedOutputStream,13,2.0,2.0,0.0,6.0,4.0,0.0
apache.tools.ant.util.LineTokenizer,13,2.0,0.0,0.0,13.0,3.0,0.0
apache.tools.ant.util.LoaderUtils,11,1.0,0.0,3.0,8.0,7.0,0.0
apache.tools.ant.util.MergingMapper,3,1.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.util.OutputStreamFunneler,13,1.0,0.0,1.0,7.0,4.0,0.0
apache.tools.ant.util.PackageNameMapper,1,2.0,0.0,0.0,8.0,0.0,0.0
apache.tools.ant.util.PropertyOutputStream,5,2.0,0.0,1.0,3.0,3.0,0.0
apache.tools.ant.util.ProxySetup,7,1.0,0.0,1.0,3.0,3.0,0.0
apache.tools.ant.util.ReaderInputStream,27,2.0,1.0,0.0,9.0,9.0,0.0
apache.tools.ant.util.ReflectUtil,12,1.0,0.0,1.0,6.0,5.0,1.0
apache.tools.ant.util.ReflectWrapper,7,1.0,0.0,1.0,6.0,6.0,0.0
apache.tools.ant.util.RegexpPatternMapper,16,1.0,0.0,3.0,7.0,6.0,1.0
apache.tools.ant.util.ResourceUtils,60,1.0,0.0,24.0,12.0,9.0,1.0
apache.tools.ant.util.RetryHandler,5,1.0,0.0,3.0,2.0,2.0,0.0
apache.tools.ant.util.ScriptRunnerBase,28,1.0,1.0,4.0,24.0,19.0,0.0
apache.tools.ant.util.ScriptRunnerCreator,12,1.0,0.0,5.0,3.0,2.0,0.0
apache.tools.ant.util.ScriptRunnerHelper,21,1.0,0.0,7.0,15.0,12.0,0.0
apache.tools.ant.util.SourceFileScanner,9,1.0,0.0,6.0,6.0,6.0,0.0
apache.tools.ant.util.StringTokenizer,20,2.0,1.0,1.0,17.0,6.0,0.0
apache.tools.ant.util.StringUtils,28,1.0,0.0,0.0,8.0,7.0,0.0
apache.tools.ant.util.TaskLogger,6,1.0,0.0,2.0,6.0,6.0,0.0
apache.tools.ant.util.TeeOutputStream,6,2.0,0.0,0.0,6.0,6.0,0.0
apache.tools.ant.util.UUEncoder,12,1.0,0.0,0.0,6.0,2.0,0.0
apache.tools.ant.util.UnPackageNameMapper,1,2.0,0.0,0.0,8.0,0.0,0.0
apache.tools.ant.util.Watchdog,12,1.0,0.0,1.0,7.0,6.0,1.0
apache.tools.ant.util.WeakishReference,3,1.0,1.0,0.0,3.0,2.0,0.0
apache.tools.ant.util.XMLFragment,7,2.0,1.0,3.0,15.0,4.0,0.0
apache.tools.ant.util.XmlConstants,0,1.0,0.0,0.0,0.0,0.0,0.0
apache.tools.ant.util.facade.FacadeTaskHelper,13,1.0,0.0,1.0,9.0,9.0,0.0
apache.tools.ant.util.facade.ImplementationSpecificArgument,4,3.0,2.0,0.0,19.0,3.0,0.0
apache.tools.ant.util.regexp.RegexpFactory,11,2.0,0.0,5.0,10.0,3.0,0.0
apache.tools.ant.util.regexp.RegexpMatcherFactory,15,1.0,1.0,6.0,6.0,3.0,0.0
apache.tools.ant.util.regexp.RegexpUtil,2,1.0,0.0,0.0,2.0,2.0,0.0
apache.tools.bzip2.CBZip2InputStream,131,2.0,0.0,2.0,27.0,4.0,1.0
apache.tools.bzip2.CBZip2OutputStream,273,2.0,0.0,2.0,40.0,8.0,6.0
apache.tools.bzip2.CRC,10,1.0,0.0,0.0,7.0,0.0,0.0
apache.tools.mail.ErrorInQuitException,1,2.0,0.0,0.0,1.0,1.0,0.0
apache.tools.mail.MailMessage,55,1.0,0.0,3.0,31.0,13.0,0.0
apache.tools.mail.MailPrintStream,9,2.0,0.0,0.0,5.0,3.0,0.0
apache.tools.mail.SmtpResponseReader,9,1.0,0.0,0.0,5.0,3.0,0.0
apache.tools.tar.TarBuffer,57,1.0,0.0,0.0,21.0,17.0,1.0
apache.tools.tar.TarEntry,55,1.0,0.0,1.0,35.0,34.0,1.0
apache.tools.tar.TarInputStream,44,2.0,0.0,2.0,15.0,15.0,1.0
apache.tools.tar.TarOutputStream,29,2.0,0.0,3.0,15.0,14.0,1.0
apache.tools.tar.TarUtils,20,1.0,0.0,0.0,7.0,7.0,0.0
apache.tools.zip.AsiExtraField,23,1.0,0.0,2.0,19.0,18.0,1.0
apache.tools.zip.ExtraFieldUtils,18,1.0,0.0,5.0,5.0,5.0,2.0
apache.tools.zip.JarMarker,9,1.0,0.0,1.0,8.0,8.0,0.0
apache.tools.zip.UnrecognizedExtraField,11,1.0,0.0,1.0,9.0,9.0,1.0
apache.tools.zip.ZipEntry,44,2.0,0.0,3.0,27.0,23.0,1.0
apache.tools.zip.ZipFile,34,1.0,0.0,6.0,16.0,10.0,7.0
apache.tools.zip.ZipLong,11,1.0,0.0,0.0,10.0,10.0,1.0
apache.tools.zip.ZipOutputStream,62,2.0,0.0,3.0,26.0,15.0,1.0
apache.tools.zip.ZipShort,11,1.0,0.0,0.0,10.0,10.0,1.0
