Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.tools.mail.ErrorInQuitException,1,2.0,0.0,0.0,1.0,1.0,0.0
apache.tools.mail.MailMessage,55,1.0,0.0,3.0,31.0,13.0,0.0
apache.tools.mail.MailPrintStream,9,2.0,0.0,0.0,5.0,3.0,0.0
apache.tools.mail.SmtpResponseReader,9,1.0,0.0,0.0,5.0,3.0,0.0
apache.tools.tar.TarBuffer,56,1.0,0.0,0.0,21.0,17.0,1.0
apache.tools.tar.TarConstants,0,0.0,1.0,0.0,0.0,0.0,1.0
apache.tools.tar.TarEntry,55,1.0,0.0,1.0,35.0,34.0,0.0
apache.tools.tar.TarInputStream,44,2.0,0.0,2.0,16.0,16.0,3.0
apache.tools.tar.TarOutputStream,28,2.0,0.0,3.0,15.0,14.0,2.0
apache.tools.tar.TarUtils,20,1.0,0.0,0.0,7.0,7.0,0.0
apache.tools.zip.AsiExtraField,23,1.0,0.0,2.0,19.0,18.0,0.0
apache.tools.zip.ExtraFieldUtils,18,1.0,0.0,4.0,5.0,5.0,0.0
apache.tools.zip.UnixStat,0,0.0,1.0,0.0,0.0,0.0,0.0
apache.tools.zip.UnrecognizedExtraField,11,1.0,0.0,1.0,9.0,9.0,0.0
apache.tools.zip.ZipEntry,55,2.0,0.0,3.0,29.0,22.0,2.0
apache.tools.zip.ZipExtraField,0,0.0,2.0,1.0,6.0,0.0,0.0
apache.tools.zip.ZipFile,27,1.0,0.0,5.0,14.0,9.0,2.0
apache.tools.zip.ZipLong,8,1.0,0.0,0.0,7.0,7.0,0.0
apache.tools.zip.ZipOutputStream,58,2.0,0.0,3.0,24.0,15.0,1.0
apache.tools.zip.ZipShort,8,1.0,0.0,0.0,7.0,7.0,0.0
